Addendum AA -- ASC Covered Surgical Procedures for CY 2021                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2020 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2020 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, April 2021 Payment Indicator,April 2021 Payment Weight  ,April 2021 Payment Rate 
27130,,Total hip arthroplasty,N,J8,180.1432,"$8,818.37 "
27179,,Revise head/neck of femur,Y,G2,59.8375,"$2,929.17 "
27197,,Clsd tx pelvic ring fx,Y,G2,2.1285,$104.19 
27198,,Clsd tx pelvic ring fx,Y,G2,2.1285,$104.19 
27200,,Treat tail bone fracture,Y,P2,2.1285,$104.19 
27202,,Treat tail bone fracture,Y,A2,27.1337,"$1,328.25 "
27220,,Treat hip socket fracture,Y,G2,2.1285,$104.19 
27230,,Treat thigh fracture,Y,A2,2.1285,$104.19 
27235,,Treat thigh fracture,Y,G2,59.8375,"$2,929.17 "
27238,,Treat thigh fracture,Y,A2,14.7803,$723.53 
27246,,Treat thigh fracture,Y,A2,2.1285,$104.19 
27250,,Treat hip dislocation,Y,A2,2.1285,$104.19 
27252,,Treat hip dislocation,Y,A2,14.7803,$723.53 
27256,,Treat hip dislocation,Y,G2,2.1285,$104.19 
27257,,Treat hip dislocation,Y,A2,14.7803,$723.53 
27265,,Treat hip dislocation,Y,A2,2.1285,$104.19 
27266,,Treat hip dislocation,Y,A2,14.7803,$723.53 
27267,,Cltx thigh fx,Y,G2,27.1337,"$1,328.25 "
27275,,Manipulation of hip joint,Y,A2,14.7803,$723.53 
27279,,Arthrodesis sacroiliac joint,Y,J8,264.8139,"$12,963.17 "
27301,,Drain thigh/knee lesion,Y,A2,20.3333,$995.36 
27305,,Incise thigh tendon & fascia,Y,A2,27.1337,"$1,328.25 "
27306,,Incision of thigh tendon,Y,A2,27.1337,"$1,328.25 "
27307,,Incision of thigh tendons,Y,A2,27.1337,"$1,328.25 "
27310,,Exploration of knee joint,Y,A2,27.1337,"$1,328.25 "
27323,,Biopsy thigh soft tissues,Y,A2,12.1379,$594.17 
27324,,Biopsy thigh soft tissues,Y,A2,20.3333,$995.36 
27325,,Neurectomy hamstring,Y,A2,16.439,$804.72 
27326,,Neurectomy popliteal,Y,A2,16.439,$804.72 
27327,,Exc thigh/knee les sc < 3 cm,Y,G2,12.1379,$594.17 
27328,,Exc thigh/knee tum deep <5cm,Y,G2,20.3333,$995.36 
27329,,Resect thigh/knee tum < 5 cm,Y,G2,20.3333,$995.36 
27330,,Biopsy knee joint lining,Y,A2,27.1337,"$1,328.25 "
27331,,Explore/treat knee joint,Y,A2,27.1337,"$1,328.25 "
27332,,Removal of knee cartilage,Y,A2,27.1337,"$1,328.25 "
27333,,Removal of knee cartilage,Y,A2,27.1337,"$1,328.25 "
27334,,Remove knee joint lining,Y,A2,27.1337,"$1,328.25 "
27335,,Remove knee joint lining,Y,A2,59.8375,"$2,929.17 "
27337,,Exc thigh/knee les sc 3 cm/>,Y,G2,20.3333,$995.36 
27339,,Exc thigh/knee tum dep 5cm/>,Y,G2,20.3333,$995.36 
27340,,Removal of kneecap bursa,Y,A2,27.1337,"$1,328.25 "
27345,,Removal of knee cyst,Y,A2,27.1337,"$1,328.25 "
27347,,Remove knee cyst,Y,A2,27.1337,"$1,328.25 "
27350,,Removal of kneecap,Y,A2,59.8375,"$2,929.17 "
27355,,Remove femur lesion,Y,A2,27.1337,"$1,328.25 "
27356,,Remove femur lesion/graft,Y,G2,119.8265,"$5,865.75 "
27357,,Remove femur lesion/graft,Y,A2,59.8375,"$2,929.17 "
27358,,Remove femur lesion/fixation,N,N1,,
27360,,Partial removal leg bone(s),Y,A2,27.1337,"$1,328.25 "
27364,,Resect thigh/knee tum 5 cm/>,Y,G2,20.3333,$995.36 
27369,,Njx cntrst kne arthg/ct/mri,N,N1,,
27372,,Removal of foreign body,Y,A2,20.3333,$995.36 
27380,,Repair of kneecap tendon,Y,A2,59.8375,"$2,929.17 "
27381,,Repair/graft kneecap tendon,Y,J8,78.9275,"$3,863.66 "
27385,,Repair of thigh muscle,Y,A2,59.8375,"$2,929.17 "
27386,,Repair/graft of thigh muscle,Y,A2,59.8375,"$2,929.17 "
27390,,Incision of thigh tendon,Y,A2,27.1337,"$1,328.25 "
27391,,Incision of thigh tendons,Y,A2,27.1337,"$1,328.25 "
27392,,Incision of thigh tendons,Y,A2,27.1337,"$1,328.25 "
27393,,Lengthening of thigh tendon,Y,A2,59.8375,"$2,929.17 "
27394,,Lengthening of thigh tendons,Y,A2,59.8375,"$2,929.17 "
27395,,Lengthening of thigh tendons,Y,A2,27.1337,"$1,328.25 "
27396,,Transplant of thigh tendon,Y,A2,59.8375,"$2,929.17 "
27397,,Transplants of thigh tendons,Y,G2,59.8375,"$2,929.17 "
27400,,Revise thigh muscles/tendons,Y,A2,59.8375,"$2,929.17 "
27403,,Repair of knee cartilage,Y,A2,59.8375,"$2,929.17 "
27405,,Repair of knee ligament,Y,A2,59.8375,"$2,929.17 "
27407,,Repair of knee ligament,Y,A2,59.8375,"$2,929.17 "
27409,,Repair of knee ligaments,Y,A2,59.8375,"$2,929.17 "
27412,,Autochondrocyte implant knee,Y,G2,59.8375,"$2,929.17 "
27415,,Osteochondral knee allograft,Y,J8,207.4745,"$10,156.29 "
27416,,Osteochondral knee autograft,Y,G2,59.8375,"$2,929.17 "
27418,,Repair degenerated kneecap,Y,A2,59.8375,"$2,929.17 "
27420,,Revision of unstable kneecap,Y,A2,59.8375,"$2,929.17 "
27422,,Revision of unstable kneecap,Y,A2,59.8375,"$2,929.17 "
27424,,Revision/removal of kneecap,Y,A2,59.8375,"$2,929.17 "
27425,,Lat retinacular release open,Y,A2,27.1337,"$1,328.25 "
27427,,Reconstruction knee,Y,J8,79.2088,"$3,877.43 "
27428,,Reconstruction knee,Y,A2,119.8265,"$5,865.75 "
27429,,Reconstruction knee,Y,J8,211.5918,"$10,357.84 "
27430,,Revision of thigh muscles,Y,A2,59.8375,"$2,929.17 "
27435,,Incision of knee joint,Y,A2,27.1337,"$1,328.25 "
27437,,Revise kneecap,Y,A2,59.8375,"$2,929.17 "
27438,,Revise kneecap with implant,Y,J8,166.2077,"$8,136.20 "
27440,,Revision of knee joint,Y,J8,164.894,"$8,071.89 "
27441,,Revision of knee joint,Y,G2,119.8265,"$5,865.75 "
27442,,Revision of knee joint,Y,J8,176.2604,"$8,628.30 "
27443,,Revision of knee joint,Y,J8,167.8029,"$8,214.29 "
27446,,Revision of knee joint,Y,J8,176.4949,"$8,639.78 "
27447,,Total knee arthroplasty,Y,J8,178.9349,"$8,759.22 "
27475,,Surgery to stop leg growth,Y,G2,59.8375,"$2,929.17 "
27477,,Surgery to stop leg growth,Y,J8,91.3166,"$4,470.13 "
27479,,Surgery to stop leg growth,Y,G2,59.8375,"$2,929.17 "
27485,,Surgery to stop leg growth,Y,G2,59.8375,"$2,929.17 "
27496,,Decompression of thigh/knee,Y,A2,27.1337,"$1,328.25 "
27497,,Decompression of thigh/knee,Y,A2,27.1337,"$1,328.25 "
27498,,Decompression of thigh/knee,Y,A2,14.7803,$723.53 
27499,,Decompression of thigh/knee,Y,A2,59.8375,"$2,929.17 "
27500,,Treatment of thigh fracture,Y,A2,2.1285,$104.19 
27501,,Treatment of thigh fracture,Y,A2,2.1285,$104.19 
27502,,Treatment of thigh fracture,Y,A2,14.7803,$723.53 
27503,,Treatment of thigh fracture,Y,A2,14.7803,$723.53 
27508,,Treatment of thigh fracture,Y,A2,2.1285,$104.19 
27509,,Treatment of thigh fracture,Y,J8,86.4077,"$4,229.83 "
27510,,Treatment of thigh fracture,Y,A2,14.7803,$723.53 
27516,,Treat thigh fx growth plate,Y,A2,2.1285,$104.19 
27517,,Treat thigh fx growth plate,Y,A2,14.7803,$723.53 
27520,,Treat kneecap fracture,Y,A2,2.1285,$104.19 
27524,,Treat kneecap fracture,Y,G2,59.8375,"$2,929.17 "
27530,,Treat knee fracture,Y,A2,2.1285,$104.19 
27532,,Treat knee fracture,Y,A2,27.1337,"$1,328.25 "
27538,,Treat knee fracture(s),Y,A2,2.1285,$104.19 
27550,,Treat knee dislocation,Y,A2,2.1285,$104.19 
27552,,Treat knee dislocation,Y,A2,14.7803,$723.53 
27560,,Treat kneecap dislocation,Y,A2,2.1285,$104.19 
27562,,Treat kneecap dislocation,Y,A2,2.1285,$104.19 
27566,,Treat kneecap dislocation,Y,A2,59.8375,"$2,929.17 "
27570,,Fixation of knee joint,Y,A2,14.7803,$723.53 
27594,,Amputation follow-up surgery,Y,A2,27.1337,"$1,328.25 "
27600,,Decompression of lower leg,Y,A2,27.1337,"$1,328.25 "
27601,,Decompression of lower leg,Y,A2,27.1337,"$1,328.25 "
27602,,Decompression of lower leg,Y,A2,27.1337,"$1,328.25 "
27603,,Drain lower leg lesion,Y,A2,20.3333,$995.36 
27604,,Drain lower leg bursa,Y,A2,27.1337,"$1,328.25 "
27605,,Incision of achilles tendon,Y,A2,14.7803,$723.53 
27606,,Incision of achilles tendon,Y,A2,27.1337,"$1,328.25 "
27607,,Treat lower leg bone lesion,Y,A2,27.1337,"$1,328.25 "
27610,,Explore/treat ankle joint,Y,A2,27.1337,"$1,328.25 "
27612,,Exploration of ankle joint,Y,A2,27.1337,"$1,328.25 "
27613,,Biopsy lower leg soft tissue,Y,P3,,$175.86 
27614,,Biopsy lower leg soft tissue,Y,A2,20.3333,$995.36 
27615,,Resect leg/ankle tum < 5 cm,Y,G2,20.3333,$995.36 
27616,,Resect leg/ankle tum 5 cm/>,Y,G2,20.3333,$995.36 
27618,,Exc leg/ankle tum < 3 cm,Y,G2,12.1379,$594.17 
27619,,Exc leg/ankle tum deep <5 cm,Y,G2,20.3333,$995.36 
27620,,Explore/treat ankle joint,Y,A2,27.1337,"$1,328.25 "
27625,,Remove ankle joint lining,Y,A2,27.1337,"$1,328.25 "
27626,,Remove ankle joint lining,Y,A2,27.1337,"$1,328.25 "
27630,,Removal of tendon lesion,Y,A2,27.1337,"$1,328.25 "
27632,,Exc leg/ankle les sc 3 cm/>,Y,G2,20.3333,$995.36 
27634,,Exc leg/ankle tum dep 5 cm/>,Y,G2,20.3333,$995.36 
27635,,Remove lower leg bone lesion,Y,A2,27.1337,"$1,328.25 "
27637,,Remove/graft leg bone lesion,Y,A2,59.8375,"$2,929.17 "
27638,,Remove/graft leg bone lesion,Y,A2,59.8375,"$2,929.17 "
27640,,Partial removal of tibia,Y,A2,27.1337,"$1,328.25 "
27641,,Partial removal of fibula,Y,A2,27.1337,"$1,328.25 "
27647,,Resect talus/calcaneus tum,Y,A2,27.1337,"$1,328.25 "
27648,,Injection for ankle x-ray,N,N1,,
27650,,Repair achilles tendon,Y,A2,59.8375,"$2,929.17 "
27652,,Repair/graft achilles tendon,Y,J8,84.5159,"$4,137.22 "
27654,,Repair of achilles tendon,Y,A2,59.8375,"$2,929.17 "
27656,,Repair leg fascia defect,Y,A2,27.1337,"$1,328.25 "
27658,,Repair of leg tendon each,Y,A2,27.1337,"$1,328.25 "
27659,,Repair of leg tendon each,Y,A2,59.8375,"$2,929.17 "
27664,,Repair of leg tendon each,Y,A2,59.8375,"$2,929.17 "
27665,,Repair of leg tendon each,Y,A2,59.8375,"$2,929.17 "
27675,,Repair lower leg tendons,Y,A2,27.1337,"$1,328.25 "
27676,,Repair lower leg tendons,Y,A2,59.8375,"$2,929.17 "
27680,,Release of lower leg tendon,Y,A2,27.1337,"$1,328.25 "
27681,,Release of lower leg tendons,Y,A2,27.1337,"$1,328.25 "
27685,,Revision of lower leg tendon,Y,A2,27.1337,"$1,328.25 "
27686,,Revise lower leg tendons,Y,A2,27.1337,"$1,328.25 "
27687,,Revision of calf tendon,Y,A2,27.1337,"$1,328.25 "
27690,,Revise lower leg tendon,Y,A2,59.8375,"$2,929.17 "
27691,,Revise lower leg tendon,Y,A2,59.8375,"$2,929.17 "
27692,,Revise additional leg tendon,N,N1,,
27695,,Repair of ankle ligament,Y,A2,59.8375,"$2,929.17 "
27696,,Repair of ankle ligaments,Y,A2,59.8375,"$2,929.17 "
27698,,Repair of ankle ligament,Y,A2,59.8375,"$2,929.17 "
27700,,Revision of ankle joint,Y,J8,77.7854,"$3,807.75 "
27704,,Removal of ankle implant,N,A2,27.1337,"$1,328.25 "
27705,,Incision of tibia,Y,J8,77.8322,"$3,810.04 "
27707,,Incision of fibula,Y,A2,27.1337,"$1,328.25 "
27709,,Incision of tibia & fibula,Y,J8,158.0434,"$7,736.54 "
27720,,Repair of tibia,Y,J8,86.6128,"$4,239.87 "
27722,,Repair/graft of tibia,Y,J8,96.7993,"$4,738.52 "
27726,,Repair fibula nonunion,Y,J8,80.8958,"$3,960.01 "
27730,,Repair of tibia epiphysis,Y,A2,27.1337,"$1,328.25 "
27732,,Repair of fibula epiphysis,Y,A2,27.1337,"$1,328.25 "
27734,,Repair lower leg epiphyses,Y,A2,27.1337,"$1,328.25 "
27740,,Repair of leg epiphyses,Y,G2,27.1337,"$1,328.25 "
27742,,Repair of leg epiphyses,Y,A2,27.1337,"$1,328.25 "
27745,,Reinforce tibia,Y,J8,83.4848,"$4,086.75 "
27750,,Treatment of tibia fracture,Y,A2,2.1285,$104.19 
27752,,Treatment of tibia fracture,Y,A2,14.7803,$723.53 
27756,,Treatment of tibia fracture,Y,A2,59.8375,"$2,929.17 "
27758,,Treatment of tibia fracture,Y,J8,169.4217,"$8,293.53 "
27759,,Treatment of tibia fracture,Y,J8,165.2106,"$8,087.39 "
27760,,Cltx medial ankle fx,Y,A2,2.1285,$104.19 
27762,,Cltx med ankle fx w/mnpj,Y,A2,14.7803,$723.53 
27766,,Optx medial ankle fx,Y,A2,59.8375,"$2,929.17 "
27767,,Cltx post ankle fx,Y,P2,2.1285,$104.19 
27768,,Cltx post ankle fx w/mnpj,Y,G2,14.7803,$723.53 
27769,,Optx post ankle fx,Y,G2,59.8375,"$2,929.17 "
27780,,Treatment of fibula fracture,Y,A2,2.1285,$104.19 
27781,,Treatment of fibula fracture,Y,A2,14.7803,$723.53 
27784,,Treatment of fibula fracture,Y,A2,59.8375,"$2,929.17 "
27786,,Treatment of ankle fracture,Y,A2,2.1285,$104.19 
27788,,Treatment of ankle fracture,Y,A2,2.1285,$104.19 
27792,,Treatment of ankle fracture,Y,J8,80.0347,"$3,917.86 "
27808,,Treatment of ankle fracture,Y,A2,2.1285,$104.19 
27810,,Treatment of ankle fracture,Y,A2,14.7803,$723.53 
27814,,Treatment of ankle fracture,Y,J8,80.5031,"$3,940.79 "
27816,,Treatment of ankle fracture,Y,A2,2.1285,$104.19 
27818,,Treatment of ankle fracture,Y,A2,14.7803,$723.53 
27822,,Treatment of ankle fracture,Y,J8,80.5561,"$3,943.38 "
27823,,Treatment of ankle fracture,Y,J8,79.7126,"$3,902.09 "
27824,,Treat lower leg fracture,Y,A2,2.1285,$104.19 
27825,,Treat lower leg fracture,Y,A2,14.7803,$723.53 
27826,,Treat lower leg fracture,Y,J8,79.8061,"$3,906.67 "
27827,,Treat lower leg fracture,Y,J8,170.7589,"$8,358.99 "
27828,,Treat lower leg fracture,Y,J8,169.6094,"$8,302.72 "
27829,,Treat lower leg joint,Y,J8,81.259,"$3,977.79 "
27830,,Treat lower leg dislocation,Y,A2,2.1285,$104.19 
27831,,Treat lower leg dislocation,Y,A2,27.1337,"$1,328.25 "
27832,,Treat lower leg dislocation,Y,J8,82.8697,"$4,056.64 "
27840,,Treat ankle dislocation,Y,A2,2.1285,$104.19 
27842,,Treat ankle dislocation,Y,A2,14.7803,$723.53 
27846,,Treat ankle dislocation,Y,A2,59.8375,"$2,929.17 "
27848,,Treat ankle dislocation,Y,J8,78.7226,"$3,853.63 "
27860,,Fixation of ankle joint,Y,A2,27.1337,"$1,328.25 "
27870,,Fusion of ankle joint open,Y,J8,177.6563,"$8,696.63 "
27871,,Fusion of tibiofibular joint,Y,J8,184.9408,"$9,053.22 "
27884,,Amputation follow-up surgery,Y,A2,27.1337,"$1,328.25 "
27889,,Amputation of foot at ankle,Y,A2,59.8375,"$2,929.17 "
27892,,Decompression of leg,Y,A2,27.1337,"$1,328.25 "
27893,,Decompression of leg,Y,A2,59.8375,"$2,929.17 "
27894,,Decompression of leg,Y,A2,27.1337,"$1,328.25 "
28001,,Drainage of bursa of foot,Y,P3,,$177.61 
28002,,Treatment of foot infection,Y,A2,14.7803,$723.53 
28003,,Treatment of foot infection,Y,A2,27.1337,"$1,328.25 "
28005,,Treat foot bone lesion,Y,A2,27.1337,"$1,328.25 "
28008,,Incision of foot fascia,Y,A2,27.1337,"$1,328.25 "
28010,,Incision of toe tendon,Y,P3,,$124.92 
28011,,Incision of toe tendons,Y,A2,14.7803,$723.53 
28020,,Exploration of foot joint,Y,A2,27.1337,"$1,328.25 "
28022,,Exploration of foot joint,Y,A2,27.1337,"$1,328.25 "
28024,,Exploration of toe joint,Y,A2,14.7803,$723.53 
28035,,Decompression of tibia nerve,Y,A2,16.439,$804.72 
28039,,Exc foot/toe tum sc 1.5 cm/>,Y,G2,20.3333,$995.36 
28041,,Exc foot/toe tum dep 1.5cm/>,Y,G2,20.3333,$995.36 
28043,,Exc foot/toe tum sc < 1.5 cm,Y,G2,12.1379,$594.17 
28045,,Exc foot/toe tum deep <1.5cm,Y,G2,20.3333,$995.36 
28046,,Resect foot/toe tumor < 3 cm,Y,G2,20.3333,$995.36 
28047,,Resect foot/toe tumor 3 cm/>,Y,G2,20.3333,$995.36 
28050,,Biopsy of foot joint lining,Y,A2,27.1337,"$1,328.25 "
28052,,Biopsy of foot joint lining,Y,A2,27.1337,"$1,328.25 "
28054,,Biopsy of toe joint lining,Y,A2,27.1337,"$1,328.25 "
28055,,Neurectomy foot,Y,A2,16.439,$804.72 
28060,,Partial removal foot fascia,Y,A2,27.1337,"$1,328.25 "
28062,,Removal of foot fascia,Y,A2,27.1337,"$1,328.25 "
28070,,Removal of foot joint lining,Y,A2,59.8375,"$2,929.17 "
28072,,Removal of foot joint lining,Y,A2,27.1337,"$1,328.25 "
28080,,Removal of foot lesion,Y,A2,14.7803,$723.53 
28086,,Excise foot tendon sheath,Y,A2,27.1337,"$1,328.25 "
28088,,Excise foot tendon sheath,Y,A2,27.1337,"$1,328.25 "
28090,,Removal of foot lesion,Y,A2,14.7803,$723.53 
28092,,Removal of toe lesions,Y,A2,14.7803,$723.53 
28100,,Removal of ankle/heel lesion,Y,A2,27.1337,"$1,328.25 "
28102,,Remove/graft foot lesion,Y,A2,59.8375,"$2,929.17 "
28103,,Remove/graft foot lesion,Y,J8,84.9142,"$4,156.72 "
28104,,Removal of foot lesion,Y,A2,27.1337,"$1,328.25 "
28106,,Remove/graft foot lesion,Y,A2,59.8375,"$2,929.17 "
28107,,Remove/graft foot lesion,Y,J8,83.2095,"$4,073.27 "
28108,,Removal of toe lesions,Y,A2,14.7803,$723.53 
28110,,Part removal of metatarsal,Y,A2,27.1337,"$1,328.25 "
28111,,Part removal of metatarsal,Y,A2,27.1337,"$1,328.25 "
28112,,Part removal of metatarsal,Y,A2,27.1337,"$1,328.25 "
28113,,Part removal of metatarsal,Y,A2,27.1337,"$1,328.25 "
28114,,Removal of metatarsal heads,Y,A2,27.1337,"$1,328.25 "
28116,,Revision of foot,Y,A2,27.1337,"$1,328.25 "
28118,,Removal of heel bone,Y,A2,27.1337,"$1,328.25 "
28119,,Removal of heel spur,Y,A2,27.1337,"$1,328.25 "
28120,,Part removal of ankle/heel,Y,A2,27.1337,"$1,328.25 "
28122,,Partial removal of foot bone,Y,A2,27.1337,"$1,328.25 "
28124,,Partial removal of toe,Y,P3,,$303.92 
28126,,Partial removal of toe,Y,A2,27.1337,"$1,328.25 "
28130,,Removal of ankle bone,Y,A2,59.8375,"$2,929.17 "
28140,,Removal of metatarsal,Y,A2,27.1337,"$1,328.25 "
28150,,Removal of toe,Y,A2,27.1337,"$1,328.25 "
28153,,Partial removal of toe,Y,A2,27.1337,"$1,328.25 "
28160,,Partial removal of toe,Y,A2,27.1337,"$1,328.25 "
28171,,Resect tarsal tumor,Y,A2,27.1337,"$1,328.25 "
28173,,Resect metatarsal tumor,Y,A2,27.1337,"$1,328.25 "
28175,,Resect phalanx of toe tumor,Y,A2,14.7803,$723.53 
28190,,Removal of foot foreign body,Y,P3,,$182.49 
28192,,Removal of foot foreign body,Y,A2,12.1379,$594.17 
28193,,Removal of foot foreign body,Y,A2,12.1379,$594.17 
28200,,Repair of foot tendon,Y,A2,27.1337,"$1,328.25 "
28202,,Repair/graft of foot tendon,Y,A2,59.8375,"$2,929.17 "
28208,,Repair of foot tendon,Y,A2,27.1337,"$1,328.25 "
28210,,Repair/graft of foot tendon,Y,A2,59.8375,"$2,929.17 "
28220,,Release of foot tendon,Y,P3,,$288.91 
28222,,Release of foot tendons,Y,A2,27.1337,"$1,328.25 "
28225,,Release of foot tendon,Y,A2,27.1337,"$1,328.25 "
28226,,Release of foot tendons,Y,A2,27.1337,"$1,328.25 "
28230,,Incision of foot tendon(s),Y,P3,,$283.68 
28232,,Incision of toe tendon,Y,P3,,$263.09 
28234,,Incision of foot tendon,Y,A2,14.7803,$723.53 
28238,,Revision of foot tendon,Y,A2,59.8375,"$2,929.17 "
28240,,Release of big toe,Y,A2,27.1337,"$1,328.25 "
28250,,Revision of foot fascia,Y,A2,27.1337,"$1,328.25 "
28260,,Release of midfoot joint,Y,A2,27.1337,"$1,328.25 "
28261,,Revision of foot tendon,Y,A2,14.7803,$723.53 
28262,,Revision of foot and ankle,Y,A2,59.8375,"$2,929.17 "
28264,,Release of midfoot joint,Y,A2,14.7803,$723.53 
28270,,Release of foot contracture,Y,A2,27.1337,"$1,328.25 "
28272,,Release of toe joint each,Y,P3,,$252.97 
28280,,Fusion of toes,Y,A2,27.1337,"$1,328.25 "
28285,,Repair of hammertoe,Y,A2,27.1337,"$1,328.25 "
28286,,Repair of hammertoe,Y,A2,27.1337,"$1,328.25 "
28288,,Partial removal of foot bone,Y,A2,27.1337,"$1,328.25 "
28289,,Corrj halux rigdus w/o implt,Y,A2,27.1337,"$1,328.25 "
28291,,Corrj halux rigdus w/implt,Y,J8,90.5842,"$4,434.28 "
28292,,Correction hallux valgus,Y,A2,27.1337,"$1,328.25 "
28295,,Correction hallux valgus,Y,G2,27.1337,"$1,328.25 "
28296,,Correction hallux valgus,Y,A2,27.1337,"$1,328.25 "
28297,,Correction hallux valgus,Y,J8,87.673,"$4,291.77 "
28298,,Correction hallux valgus,Y,J8,77.51,"$3,794.27 "
28299,,Correction hallux valgus,Y,A2,59.8375,"$2,929.17 "
28300,,Incision of heel bone,Y,J8,84.5216,"$4,137.50 "
28302,,Incision of ankle bone,Y,A2,59.8375,"$2,929.17 "
28304,,Incision of midfoot bones,Y,A2,59.8375,"$2,929.17 "
28305,,Incise/graft midfoot bones,Y,J8,86.1677,"$4,218.08 "
28306,,Incision of metatarsal,Y,A2,59.8375,"$2,929.17 "
28307,,Incision of metatarsal,Y,A2,59.8375,"$2,929.17 "
28308,,Incision of metatarsal,Y,A2,27.1337,"$1,328.25 "
28309,,Incision of metatarsals,Y,J8,81.3117,"$3,980.37 "
28310,,Revision of big toe,Y,A2,59.8375,"$2,929.17 "
28312,,Revision of toe,Y,A2,27.1337,"$1,328.25 "
28313,,Repair deformity of toe,Y,A2,27.1337,"$1,328.25 "
28315,,Removal of sesamoid bone,Y,A2,27.1337,"$1,328.25 "
28320,,Repair of foot bones,Y,J8,176.1315,"$8,621.99 "
28322,,Repair of metatarsals,Y,J8,83.3678,"$4,081.02 "
28340,,Resect enlarged toe tissue,Y,A2,27.1337,"$1,328.25 "
28341,,Resect enlarged toe,Y,A2,27.1337,"$1,328.25 "
28344,,Repair extra toe(s),Y,A2,27.1337,"$1,328.25 "
28345,,Repair webbed toe(s),Y,A2,14.7803,$723.53 
28360,,Reconstruct cleft foot,Y,G2,59.8375,"$2,929.17 "
28400,,Treatment of heel fracture,Y,A2,2.1285,$104.19 
28405,,Treatment of heel fracture,Y,A2,2.1285,$104.19 
28406,,Treatment of heel fracture,Y,A2,59.8375,"$2,929.17 "
28415,,Treat heel fracture,Y,J8,84.4981,"$4,136.35 "
28420,,Treat/graft heel fracture,Y,J8,165.6094,"$8,106.91 "
28430,,Treatment of ankle fracture,Y,P2,2.1285,$104.19 
28435,,Treatment of ankle fracture,Y,A2,14.7803,$723.53 
28436,,Treatment of ankle fracture,Y,G2,59.8375,"$2,929.17 "
28445,,Treat ankle fracture,Y,J8,83.9945,"$4,111.70 "
28446,,Osteochondral talus autogrft,Y,G2,59.8375,"$2,929.17 "
28450,,Treat midfoot fracture each,Y,P2,2.1285,$104.19 
28455,,Treat midfoot fracture each,Y,P3,,$172.02 
28456,,Treat midfoot fracture,Y,A2,59.8375,"$2,929.17 "
28465,,Treat midfoot fracture each,Y,J8,79.2264,"$3,878.29 "
28470,,Treat metatarsal fracture,Y,P2,2.1285,$104.19 
28475,,Treat metatarsal fracture,Y,P2,2.1285,$104.19 
28476,,Treat metatarsal fracture,Y,A2,27.1337,"$1,328.25 "
28485,,Treat metatarsal fracture,Y,J8,80.6204,"$3,946.53 "
28490,,Treat big toe fracture,Y,P3,,$98.75 
28495,,Treat big toe fracture,Y,P2,2.1285,$104.19 
28496,,Treat big toe fracture,Y,A2,27.1337,"$1,328.25 "
28505,,Treat big toe fracture,Y,A2,27.1337,"$1,328.25 "
28510,,Treatment of toe fracture,Y,P3,,$78.51 
28515,,Treatment of toe fracture,Y,P2,2.1285,$104.19 
28525,,Treat toe fracture,Y,A2,27.1337,"$1,328.25 "
28530,,Treat sesamoid bone fracture,Y,P3,,$74.32 
28531,,Treat sesamoid bone fracture,Y,A2,59.8375,"$2,929.17 "
28540,,Treat foot dislocation,Y,P2,2.1285,$104.19 
28545,,Treat foot dislocation,Y,G2,27.1337,"$1,328.25 "
28546,,Treat foot dislocation,Y,A2,14.7803,$723.53 
28555,,Repair foot dislocation,Y,J8,79.4372,"$3,888.61 "
28570,,Treat foot dislocation,Y,P2,2.1285,$104.19 
28575,,Treat foot dislocation,Y,A2,27.1337,"$1,328.25 "
28576,,Treat foot dislocation,Y,A2,59.8375,"$2,929.17 "
28585,,Repair foot dislocation,Y,J8,85.8572,"$4,202.88 "
28600,,Treat foot dislocation,Y,P2,2.1285,$104.19 
28605,,Treat foot dislocation,Y,A2,2.1285,$104.19 
28606,,Treat foot dislocation,Y,A2,27.1337,"$1,328.25 "
28615,,Repair foot dislocation,Y,J8,82.0087,"$4,014.49 "
28630,,Treat toe dislocation,Y,P3,,$89.33 
28635,,Treat toe dislocation,Y,A2,14.7803,$723.53 
28636,,Treat toe dislocation,Y,A2,27.1337,"$1,328.25 "
28645,,Repair toe dislocation,Y,A2,27.1337,"$1,328.25 "
28660,,Treat toe dislocation,Y,P3,,$72.23 
28665,,Treat toe dislocation,Y,A2,2.4896,$121.87 
28666,,Treat toe dislocation,Y,A2,27.1337,"$1,328.25 "
28675,,Repair of toe dislocation,Y,A2,27.1337,"$1,328.25 "
28705,,Fusion of foot bones,Y,J8,241.7082,"$11,832.10 "
28715,,Fusion of foot bones,Y,J8,183.4042,"$8,978.00 "
28725,,Fusion of foot bones,Y,J8,173.4687,"$8,491.64 "
28730,,Fusion of foot bones,Y,J8,184.2017,"$9,017.04 "
28735,,Fusion of foot bones,Y,J8,187.2986,"$9,168.64 "
28737,,Revision of foot bones,Y,J8,182.3719,"$8,927.47 "
