Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)						
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.						
						
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	July 2024  Payment Indicator	July 2024  Payment Weight  	July 2024 Payment Rate 
27381		Repair/graft kneecap tendon	Y	J8	80.2155	"$4,292.65"
27385		Repair of thigh muscle	Y	A2	63.3954	"$3,392.54"
27386		Repair/graft of thigh muscle	Y	A2	63.3954	"$3,392.54"
27390		Incision of thigh tendon	Y	A2	28.3804	"$1,518.75"
27391		Incision of thigh tendons	Y	A2	28.3804	"$1,518.75"
27392		Incision of thigh tendons	Y	A2	28.3804	"$1,518.75"
27393		Lengthening of thigh tendon	Y	A2	63.3954	"$3,392.54"
27394		Lengthening of thigh tendons	Y	A2	63.3954	"$3,392.54"
27395		Lengthening of thigh tendons	Y	A2	28.3804	"$1,518.75"
27396		Transplant of thigh tendon	Y	A2	63.3954	"$3,392.54"
27397		Transplants of thigh tendons	Y	G2	63.3954	"$3,392.54"
27400		Revise thigh muscles/tendons	Y	A2	63.3954	"$3,392.54"
27403		Repair of knee cartilage	Y	J8	88.2963	"$4,725.09"
27405		Repair of knee ligament	Y	A2	63.3954	"$3,392.54"
27407		Repair of knee ligament	Y	J8	86.6994	"$4,639.63"
27409		Repair of knee ligaments	Y	A2	63.3954	"$3,392.54"
27412		Autochondrocyte implant knee	Y	J8	109.7113	"$5,871.09"
27415		Osteochondral knee allograft	Y	J8	178.9754	"$9,577.69"
27416		Osteochondral knee autograft	Y	G2	63.3954	"$3,392.54"
27418		Repair degenerated kneecap	Y	G2	63.3954	"$3,392.54"
27420		Revision of unstable kneecap	Y	A2	63.3954	"$3,392.54"
27422		Revision of unstable kneecap	Y	A2	63.3954	"$3,392.54"
27424		Revision/removal of kneecap	Y	A2	63.3954	"$3,392.54"
27425		Lat retinacular release open	Y	A2	28.3804	"$1,518.75"
27427		Reconstruction knee	Y	J8	83.8341	"$4,486.30"
27428		Reconstruction knee	Y	J8	154.2322	"$8,253.58"
27429		Reconstruction knee	Y	J8	159.7928	"$8,551.15"
27430		Revision of thigh muscles	Y	G2	63.3954	"$3,392.54"
27435		Incision of knee joint	Y	A2	28.3804	"$1,518.75"
27437		Revise kneecap	Y	A2	63.3954	"$3,392.54"
27438		Revise kneecap with implant	Y	J8	158.0850	"$8,459.76"
27440		Revision of knee joint	Y	J8	157.8409	"$8,446.70"
27441		Revision of knee joint	Y	G2	121.4581	"$6,499.71"
27442		Revision of knee joint	Y	J8	162.5477	"$8,698.58"
27443		Revision of knee joint	Y	J8	162.7714	"$8,710.55"
27446		Revision of knee joint	Y	J8	166.4107	"$8,905.30"
27447		Total knee arthroplasty	Y	J8	169.0842	"$9,048.37"
27475		Surgery to stop leg growth	Y	G2	63.3954	"$3,392.54"
27479		Surgery to stop leg growth	Y	G2	63.3954	"$3,392.54"
27496		Decompression of thigh/knee	Y	A2	28.3804	"$1,518.75"
27497		Decompression of thigh/knee	Y	A2	28.3804	"$1,518.75"
27498		Decompression of thigh/knee	Y	A2	15.3033	$818.94
27499		Decompression of thigh/knee	Y	A2	63.3954	"$3,392.54"
27500		Treatment of thigh fracture	Y	A2	2.2856	$122.31
27501		Treatment of thigh fracture	Y	A2	2.2856	$122.31
27502		Treatment of thigh fracture	Y	A2	15.3033	$818.94
27503		Treatment of thigh fracture	Y	A2	15.3033	$818.94
27508		Treatment of thigh fracture	Y	A2	2.2856	$122.31
27509		Treatment of thigh fracture	Y	J8	85.9087	"$4,597.32"
27510		Treatment of thigh fracture	Y	A2	15.3033	$818.94
27516		Treat thigh fx growth plate	Y	A2	2.2856	$122.31
27517		Treat thigh fx growth plate	Y	A2	15.3033	$818.94
27520		Treat kneecap fracture	Y	A2	2.2856	$122.31
27524		Treat kneecap fracture	Y	G2	63.3954	"$3,392.54"
27530		Treat knee fracture	Y	A2	2.2856	$122.31
27532		Treat knee fracture	Y	A2	28.3804	"$1,518.75"
27538		Treat knee fracture(s)	Y	A2	2.2856	$122.31
27550		Treat knee dislocation	Y	A2	2.2856	$122.31
27552		Treat knee dislocation	Y	A2	15.3033	$818.94
27560		Treat kneecap dislocation	Y	A2	2.2856	$122.31
27562		Treat kneecap dislocation	Y	A2	2.2856	$122.31
27566		Treat kneecap dislocation	Y	A2	63.3954	"$3,392.54"
27570		Fixation of knee joint	Y	A2	15.3033	$818.94
27594		Amputation follow-up surgery	Y	A2	28.3804	"$1,518.75"
27600		Decompression of lower leg	Y	A2	28.3804	"$1,518.75"
27601		Decompression of lower leg	Y	A2	28.3804	"$1,518.75"
27602		Decompression of lower leg	Y	A2	28.3804	"$1,518.75"
27603		Drain lower leg lesion	Y	A2	21.6207	"$1,157.01"
27604		Drain lower leg bursa	Y	A2	28.3804	"$1,518.75"
27605		Incision of achilles tendon	Y	A2	15.3033	$818.94
27606		Incision of achilles tendon	Y	A2	28.3804	"$1,518.75"
27607		Treat lower leg bone lesion	Y	A2	28.3804	"$1,518.75"
27610		Explore/treat ankle joint	Y	A2	28.3804	"$1,518.75"
27612		Exploration of ankle joint	Y	A2	28.3804	"$1,518.75"
27613		Biopsy lower leg soft tissue	Y	P3		$170.43
27614		Biopsy lower leg soft tissue	Y	A2	21.6207	"$1,157.01"
27615		Resect leg/ankle tum < 5 cm	Y	G2	21.6207	"$1,157.01"
27616		Resect leg/ankle tum 5 cm/>	Y	G2	21.6207	"$1,157.01"
27618		Exc leg/ankle tum < 3 cm	Y	G2	12.7598	$682.83
27619		Exc leg/ankle tum deep <5 cm	Y	G2	21.6207	"$1,157.01"
27620		Explore/treat ankle joint	Y	A2	28.3804	"$1,518.75"
27625		Remove ankle joint lining	Y	A2	28.3804	"$1,518.75"
27626		Remove ankle joint lining	Y	A2	28.3804	"$1,518.75"
27630		Removal of tendon lesion	Y	A2	28.3804	"$1,518.75"
27632		Exc leg/ankle les sc 3 cm/>	Y	G2	21.6207	"$1,157.01"
27634		Exc leg/ankle tum dep 5 cm/>	Y	G2	21.6207	"$1,157.01"
27635		Remove lower leg bone lesion	Y	A2	28.3804	"$1,518.75"
27637		Remove/graft leg bone lesion	Y	J8	97.4173	"$5,213.19"
27638		Remove/graft leg bone lesion	Y	A2	63.3954	"$3,392.54"
27640		Partial removal of tibia	Y	A2	28.3804	"$1,518.75"
27641		Partial removal of fibula	Y	A2	28.3804	"$1,518.75"
27647		Resect talus/calcaneus tum	Y	G2	28.3804	"$1,518.75"
27648		Injection for ankle x-ray	N	N1		
27650		Repair achilles tendon	Y	A2	63.3954	"$3,392.54"
27652		Repair/graft achilles tendon	Y	J8	83.2556	"$4,455.34"
27654		Repair of achilles tendon	Y	J8	79.8440	"$4,272.77"
27656		Repair leg fascia defect	Y	J8	39.9673	"$2,138.81"
27658		Repair of leg tendon each	Y	A2	28.3804	"$1,518.75"
27659		Repair of leg tendon each	Y	A2	63.3954	"$3,392.54"
27664		Repair of leg tendon each	Y	A2	63.3954	"$3,392.54"
27665		Repair of leg tendon each	Y	J8	82.6137	"$4,420.99"
27675		Repair lower leg tendons	Y	A2	28.3804	"$1,518.75"
27676		Repair lower leg tendons	Y	A2	63.3954	"$3,392.54"
27680		Release of lower leg tendon	Y	A2	28.3804	"$1,518.75"
27681		Release of lower leg tendons	Y	A2	28.3804	"$1,518.75"
27685		Revision of lower leg tendon	Y	A2	28.3804	"$1,518.75"
27686		Revise lower leg tendons	Y	A2	28.3804	"$1,518.75"
27687		Revision of calf tendon	Y	A2	28.3804	"$1,518.75"
27690		Revise lower leg tendon	Y	A2	63.3954	"$3,392.54"
27691		Revise lower leg tendon	Y	A2	63.3954	"$3,392.54"
27692		Revise additional leg tendon	N	N1		
27695		Repair of ankle ligament	Y	J8	82.9428	"$4,438.60"
27696		Repair of ankle ligaments	Y	J8	90.6258	"$4,849.75"
27698		Repair of ankle ligament	Y	J8	80.9104	"$4,329.84"
27700		Revision of ankle joint	Y	J8	96.9133	"$5,186.22"
27702		Reconstruct ankle joint	Y	J8	270.1084	"$14,454.58"
27704		Removal of ankle implant	N	A2	28.3804	"$1,518.75"
27705		Incision of tibia	Y	J8	79.8440	"$4,272.77"
27707		Incision of fibula	Y	A2	28.3804	"$1,518.75"
27709		Incision of tibia & fibula	Y	J8	157.5969	"$8,433.64"
27720		Repair of tibia	Y	J8	85.0757	"$4,552.74"
27726		Repair fibula nonunion	Y	J8	85.4735	"$4,574.03"
27730		Repair of tibia epiphysis	Y	J8	35.7441	"$1,912.81"
27732		Repair of fibula epiphysis	Y	A2	28.3804	"$1,518.75"
27734		Repair lower leg epiphyses	Y	A2	28.3804	"$1,518.75"
27740		Repair of leg epiphyses	Y	G2	28.3804	"$1,518.75"
27742		Repair of leg epiphyses	Y	A2	28.3804	"$1,518.75"
27745		Reinforce tibia	Y	J8	89.3734	"$4,782.73"
27750		Treatment of tibia fracture	Y	A2	2.2856	$122.31
27752		Treatment of tibia fracture	Y	A2	15.3033	$818.94
27756		Treatment of tibia fracture	Y	J8	85.8929	"$4,596.47"
27758		Treatment of tibia fracture	Y	J8	164.7943	"$8,818.80"
27759		Treatment of tibia fracture	Y	J8	159.9047	"$8,557.14"
27760		Cltx medial ankle fx	Y	A2	2.2856	$122.31
27762		Cltx med ankle fx w/mnpj	Y	A2	15.3033	$818.94
27766		Optx medial ankle fx	Y	A2	63.3954	"$3,392.54"
27767		Cltx post ankle fx	Y	P2	2.2856	$122.31
27768		Cltx post ankle fx w/mnpj	Y	G2	15.3033	$818.94
27769		Optx post ankle fx	Y	G2	63.3954	"$3,392.54"
27780		Treatment of fibula fracture	Y	A2	2.2856	$122.31
27781		Treatment of fibula fracture	Y	A2	15.3033	$818.94
27784		Treatment of fibula fracture	Y	A2	63.3954	"$3,392.54"
27786		Treatment of ankle fracture	Y	A2	2.2856	$122.31
27788		Treatment of ankle fracture	Y	A2	2.2856	$122.31
27792		Treatment of ankle fracture	Y	J8	81.1651	"$4,343.47"
27808		Treatment of ankle fracture	Y	A2	2.2856	$122.31
27810		Treatment of ankle fracture	Y	A2	15.3033	$818.94
27814		Treatment of ankle fracture	Y	J8	81.8973	"$4,382.65"
27816		Treatment of ankle fracture	Y	A2	2.2856	$122.31
27818		Treatment of ankle fracture	Y	A2	15.3033	$818.94
27822		Treatment of ankle fracture	Y	J8	82.4597	"$4,412.75"
27823		Treatment of ankle fracture	Y	J8	81.9399	"$4,384.93"
27824		Treat lower leg fracture	Y	A2	2.2856	$122.31
27825		Treat lower leg fracture	Y	A2	15.3033	$818.94
27826		Treat lower leg fracture	Y	J8	82.9532	"$4,439.16"
27827		Treat lower leg fracture	Y	J8	163.5032	"$8,749.71"
27828		Treat lower leg fracture	Y	J8	161.7446	"$8,655.60"
27829		Treat lower leg joint	Y	J8	85.0067	"$4,549.05"
27830		Treat lower leg dislocation	Y	A2	2.2856	$122.31
27831		Treat lower leg dislocation	Y	A2	28.3804	"$1,518.75"
27832		Treat lower leg dislocation	Y	J8	84.2585	"$4,509.01"
27840		Treat ankle dislocation	Y	A2	2.2856	$122.31
27842		Treat ankle dislocation	Y	A2	15.3033	$818.94
27846		Treat ankle dislocation	Y	G2	63.3954	"$3,392.54"
27848		Treat ankle dislocation	Y	J8	79.8440	"$4,272.77"
27860		Fixation of ankle joint	Y	A2	28.3804	"$1,518.75"
27870		Fusion of ankle joint open	Y	J8	173.6589	"$9,293.18"
27871		Fusion of tibiofibular joint	Y	J8	153.0631	"$8,191.02"
27884		Amputation follow-up surgery	Y	A2	28.3804	"$1,518.75"
27889		Amputation of foot at ankle	Y	A2	63.3954	"$3,392.54"
27892		Decompression of leg	Y	A2	28.3804	"$1,518.75"
27893		Decompression of leg	Y	A2	63.3954	"$3,392.54"
27894		Decompression of leg	Y	A2	28.3804	"$1,518.75"
28001		Drainage of bursa of foot	Y	P3		$98.53
28002		Treatment of foot infection	Y	A2	15.3033	$818.94
28003		Treatment of foot infection	Y	A2	28.3804	"$1,518.75"
28005		Treat foot bone lesion	Y	A2	28.3804	"$1,518.75"
28008		Incision of foot fascia	Y	A2	28.3804	"$1,518.75"
28010		Incision of toe tendon	Y	P3		$128.82
28011		Incision of toe tendons	Y	A2	15.3033	$818.94
28020		Exploration of foot joint	Y	A2	28.3804	"$1,518.75"
28022		Exploration of foot joint	Y	A2	28.3804	"$1,518.75"
28024		Exploration of toe joint	Y	A2	15.3033	$818.94
28035		Decompression of tibia nerve	Y	A2	16.7745	$897.67
28039		Exc foot/toe tum sc 1.5 cm/>	Y	G2	21.6207	"$1,157.01"
28041		Exc foot/toe tum dep 1.5cm/>	Y	G2	21.6207	"$1,157.01"
28043		Exc foot/toe tum sc < 1.5 cm	Y	G2	12.7598	$682.83
28045		Exc foot/toe tum deep <1.5cm	Y	G2	21.6207	"$1,157.01"
28046		Resect foot/toe tumor < 3 cm	Y	G2	21.6207	"$1,157.01"
28047		Resect foot/toe tumor 3 cm/>	Y	G2	21.6207	"$1,157.01"
28050		Biopsy of foot joint lining	Y	A2	28.3804	"$1,518.75"
28052		Biopsy of foot joint lining	Y	A2	28.3804	"$1,518.75"
28054		Biopsy of toe joint lining	Y	A2	28.3804	"$1,518.75"
28055		Neurectomy foot	Y	A2	16.7745	$897.67
28060		Partial removal foot fascia	Y	A2	28.3804	"$1,518.75"
28062		Removal of foot fascia	Y	A2	28.3804	"$1,518.75"
28070		Removal of foot joint lining	Y	A2	63.3954	"$3,392.54"
28072		Removal of foot joint lining	Y	A2	28.3804	"$1,518.75"
28080		Removal of foot lesion	Y	A2	15.3033	$818.94
28086		Excise foot tendon sheath	Y	A2	28.3804	"$1,518.75"
28088		Excise foot tendon sheath	Y	A2	28.3804	"$1,518.75"
28090		Removal of foot lesion	Y	A2	15.3033	$818.94
28092		Removal of toe lesions	Y	A2	15.3033	$818.94
28100		Removal of ankle/heel lesion	Y	A2	28.3804	"$1,518.75"
28102		Remove/graft foot lesion	Y	J8	79.8440	"$4,272.77"
28103		Remove/graft foot lesion	Y	J8	86.9645	"$4,653.82"
28104		Removal of foot lesion	Y	A2	28.3804	"$1,518.75"
28106		Remove/graft foot lesion	Y	A2	63.3954	"$3,392.54"
28107		Remove/graft foot lesion	Y	G2	63.3954	"$3,392.54"
28108		Removal of toe lesions	Y	A2	15.3033	$818.94
28110		Part removal of metatarsal	Y	A2	28.3804	"$1,518.75"
28111		Part removal of metatarsal	Y	A2	28.3804	"$1,518.75"
28112		Part removal of metatarsal	Y	A2	28.3804	"$1,518.75"
28113		Part removal of metatarsal	Y	A2	28.3804	"$1,518.75"
28114		Removal of metatarsal heads	Y	A2	28.3804	"$1,518.75"
28116		Revision of foot	Y	A2	28.3804	"$1,518.75"
28118		Removal of heel bone	Y	A2	28.3804	"$1,518.75"
28119		Removal of heel spur	Y	A2	28.3804	"$1,518.75"
28120		Part removal of ankle/heel	Y	A2	28.3804	"$1,518.75"
28122		Partial removal of foot bone	Y	A2	28.3804	"$1,518.75"
28124		Partial removal of toe	Y	P3		$295.93
28126		Partial removal of toe	Y	A2	28.3804	"$1,518.75"
28130		Removal of ankle bone	Y	J8	81.4252	"$4,357.39"
28140		Removal of metatarsal	Y	A2	28.3804	"$1,518.75"
28150		Removal of toe	Y	A2	28.3804	"$1,518.75"
28153		Partial removal of toe	Y	A2	28.3804	"$1,518.75"
28160		Partial removal of toe	Y	A2	28.3804	"$1,518.75"
28171		Resect tarsal tumor	Y	A2	28.3804	"$1,518.75"
28173		Resect metatarsal tumor	Y	A2	28.3804	"$1,518.75"
28175		Resect phalanx of toe tumor	Y	A2	15.3033	$818.94
28190		Removal of foot foreign body	Y	P3		$166.77
28192		Removal of foot foreign body	Y	A2	12.7598	$682.83
28193		Removal of foot foreign body	Y	A2	12.7598	$682.83
28200		Repair of foot tendon	Y	A2	28.3804	"$1,518.75"
28202		Repair/graft of foot tendon	Y	J8	82.7995	"$4,430.93"
28208		Repair of foot tendon	Y	A2	28.3804	"$1,518.75"
28210		Repair/graft of foot tendon	Y	J8	82.4863	"$4,414.17"
28220		Release of foot tendon	Y	P3		$280.28
28222		Release of foot tendons	Y	A2	28.3804	"$1,518.75"
28225		Release of foot tendon	Y	A2	28.3804	"$1,518.75"
28226		Release of foot tendons	Y	A2	28.3804	"$1,518.75"
28230		Incision of foot tendon(s)	Y	P3		$272.62
28232		Incision of toe tendon	Y	P3		$249.32
28234		Incision of foot tendon	Y	A2	15.3033	$818.94
28238		Revision of foot tendon	Y	A2	63.3954	"$3,392.54"
28240		Release of big toe	Y	A2	28.3804	"$1,518.75"
28250		Revision of foot fascia	Y	A2	28.3804	"$1,518.75"
28260		Release of midfoot joint	Y	A2	28.3804	"$1,518.75"
28261		Revision of foot tendon	Y	J8	19.2738	"$1,031.42"
28262		Revision of foot and ankle	Y	G2	63.3954	"$3,392.54"
28264		Release of midfoot joint	Y	A2	15.3033	$818.94
28270		Release of foot contracture	Y	A2	28.3804	"$1,518.75"
28272		Release of toe joint each	Y	P3		$241.00
28280		Fusion of toes	Y	A2	28.3804	"$1,518.75"
28285		Repair of hammertoe	Y	A2	28.3804	"$1,518.75"
28286		Repair of hammertoe	Y	A2	28.3804	"$1,518.75"
28288		Partial removal of foot bone	Y	A2	28.3804	"$1,518.75"
28289		Corrj halux rigdus w/o implt	Y	A2	28.3804	"$1,518.75"
28291		Corrj halux rigdus w/implt	Y	J8	86.7949	"$4,644.74"
28292		Cor hlx vlgs rsc prx phlx bs	Y	A2	28.3804	"$1,518.75"
28295		Cor hlx vlgs prx mtar osteot	Y	G2	28.3804	"$1,518.75"
28296		Cor hlx vlgs dstl mtar osteo	Y	A2	28.3804	"$1,518.75"
28297		Cor hlx vlgs jt arthrd	Y	J8	91.5544	"$4,899.44"
28298		Cor hlx vlgs prx phlx osteot	Y	J8	80.2100	"$4,292.36"
28299		Cor hlx vlgs double osteot	Y	J8	80.9370	"$4,331.26"
28300		Incision of heel bone	Y	J8	83.4202	"$4,464.15"
28302		Incision of ankle bone	Y	J8	80.0297	"$4,282.71"
28304		Incision of midfoot bones	Y	A2	63.3954	"$3,392.54"
28305		Incise/graft midfoot bones	Y	J8	87.2458	"$4,668.87"
28306		Incision of metatarsal	Y	A2	63.3954	"$3,392.54"
28307		Incision of metatarsal	Y	A2	63.3954	"$3,392.54"
28308		Incision of metatarsal	Y	A2	28.3804	"$1,518.75"
28309		Incision of metatarsals	Y	J8	81.1651	"$4,343.47"
28310		Revision of big toe	Y	J8	80.4330	"$4,304.29"
28312		Revision of toe	Y	A2	28.3804	"$1,518.75"
28313		Repair deformity of toe	Y	A2	28.3804	"$1,518.75"
28315		Removal of sesamoid bone	Y	A2	28.3804	"$1,518.75"
28320		Repair of foot bones	Y	J8	152.2295	"$8,146.41"
28322		Repair of metatarsals	Y	J8	84.9748	"$4,547.34"
28340		Resect enlarged toe tissue	Y	A2	28.3804	"$1,518.75"
28341		Resect enlarged toe	Y	A2	28.3804	"$1,518.75"
28344		Repair extra toe(s)	Y	A2	28.3804	"$1,518.75"
28345		Repair webbed toe(s)	Y	A2	15.3033	$818.94
28400		Treatment of heel fracture	Y	A2	2.2856	$122.31
28405		Treatment of heel fracture	Y	A2	2.2856	$122.31
28406		Treatment of heel fracture	Y	G2	63.3954	"$3,392.54"
28415		Treat heel fracture	Y	J8	83.6590	"$4,476.93"
28420		Treat/graft heel fracture	Y	J8	161.8870	"$8,663.22"
28430		Treatment of ankle fracture	Y	P2	2.2856	$122.31
28435		Treatment of ankle fracture	Y	A2	15.3033	$818.94
28436		Treatment of ankle fracture	Y	G2	63.3954	"$3,392.54"
28445		Treat ankle fracture	Y	J8	82.9639	"$4,439.73"
28446		Osteochondral talus autogrft	Y	J8	95.5443	"$5,112.96"
28450		Treat midfoot fracture each	Y	P2	2.2856	$122.31
28455		Treat midfoot fracture each	Y	P3		$144.80
28456		Treat midfoot fracture	Y	A2	63.3954	"$3,392.54"
28465		Treat midfoot fracture each	Y	J8	79.4938	"$4,254.03"
28470		Treat metatarsal fracture	Y	P2	2.2856	$122.31
28475		Treat metatarsal fracture	Y	P2	2.2856	$122.31
28476		Treat metatarsal fracture	Y	A2	28.3804	"$1,518.75"
28485		Treat metatarsal fracture	Y	J8	81.9186	"$4,383.79"
28490		Treat big toe fracture	Y	P3		$102.19
28495		Treat big toe fracture	Y	P2	2.2856	$122.31
28496		Treat big toe fracture	Y	A2	28.3804	"$1,518.75"
28505		Treat big toe fracture	Y	A2	28.3804	"$1,518.75"
28510		Treatment of toe fracture	Y	P3		$81.55
28515		Treatment of toe fracture	Y	P3		$112.18
28525		Treat toe fracture	Y	A2	28.3804	"$1,518.75"
28530		Treat sesamoid bone fracture	Y	P3		$79.56
28531		Treat sesamoid bone fracture	Y	A2	63.3954	"$3,392.54"
28540		Treat foot dislocation	Y	P2	2.2856	$122.31
28545		Treat foot dislocation	Y	G2	28.3804	"$1,518.75"
28546		Treat foot dislocation	Y	A2	15.3033	$818.94
28555		Repair foot dislocation	Y	J8	82.2529	"$4,401.68"
28570		Treat foot dislocation	Y	P2	2.2856	$122.31
28575		Treat foot dislocation	Y	A2	28.3804	"$1,518.75"
28576		Treat foot dislocation	Y	A2	63.3954	"$3,392.54"
28585		Repair foot dislocation	Y	J8	89.3045	"$4,779.04"
28600		Treat foot dislocation	Y	P3		$119.50
28605		Treat foot dislocation	Y	A2	2.2856	$122.31
28606		Treat foot dislocation	Y	A2	28.3804	"$1,518.75"
28615		Repair foot dislocation	Y	J8	81.1016	"$4,340.07"
28630		Treat toe dislocation	Y	P3		$90.21
28635		Treat toe dislocation	Y	A2	15.3033	$818.94
28636		Treat toe dislocation	Y	A2	28.3804	"$1,518.75"
28645		Repair toe dislocation	Y	A2	28.3804	"$1,518.75"
28660		Treat toe dislocation	Y	P3		$77.89
28665		Treat toe dislocation	Y	A2	2.6031	$139.30
28666		Treat toe dislocation	Y	A2	28.3804	"$1,518.75"
28675		Repair of toe dislocation	Y	A2	28.3804	"$1,518.75"
28705		Fusion of foot bones	Y	J8	237.1445	"$12,690.55"
28715		Fusion of foot bones	Y	J8	183.3873	"$9,813.79"
28725		Fusion of foot bones	Y	J8	168.1592	"$8,998.87"
28730		Fusion of foot bones	Y	J8	179.1584	"$9,587.48"
28735		Fusion of foot bones	Y	J8	177.3082	"$9,488.47"
28737		Revision of foot bones	Y	J8	181.9642	"$9,737.63"
28740		Fusion of foot bones	Y	J8	91.3314	"$4,887.51"
28750		Fusion of big toe joint	Y	J8	88.6202	"$4,742.42"
28755		Fusion of big toe joint	Y	A2	63.3954	"$3,392.54"
28760		Fusion of big toe joint	Y	J8	79.8440	"$4,272.77"
28810		Amputation toe & metatarsal	Y	A2	28.3804	"$1,518.75"
28820		Amputation of toe	Y	A2	28.3804	"$1,518.75"
28825		Partial amputation of toe	Y	A2	28.3804	"$1,518.75"
28890		Hi enrgy eswt plantar fascia	Y	P3		$188.41
29000		Application of body cast	Y	G2	2.6031	$139.30
29010		Application of body cast	Y	P2	2.6031	$139.30
29015		Application of body cast	Y	P2	2.6031	$139.30
29035		Application of body cast	Y	P2	2.6031	$139.30
29040		Application of body cast	Y	G2	2.6031	$139.30
29044		Application of body cast	Y	P2	1.5273	$81.73
29046		Application of body cast	Y	G2	2.6031	$139.30
29049		Application of figure eight	Y	P3		$66.58
29055		Application of shoulder cast	Y	P2	2.6031	$139.30
29058		Application of shoulder cast	Y	P3		$73.90
29065		Application of long arm cast	Y	P3		$64.57
29075		Application of forearm cast	Y	P3		$58.92
29085		Apply hand/wrist cast	Y	P3		$63.91
29086		Apply finger cast	Y	P3		$55.59
29105		Apply long arm splint	Y	P3		$52.60
29125		Apply forearm splint	N	N1		
29126		Apply forearm splint	N	N1		
29130		Application of finger splint	N	N1		
29131		Application of finger splint	N	N1		
29200		Strapping of chest	Y	P3		$18.31
29240		Strapping of shoulder	N	N1		
29260		Strapping of elbow or wrist	N	N1		
29280		Strapping of hand or finger	N	N1		
29305		Application of hip cast	Y	P2	2.6031	$139.30
29325		Application of hip casts	Y	P2	2.6031	$139.30
29345		Application of long leg cast	Y	P3		$82.22
29355		Application of long leg cast	Y	P3		$83.22
29358		Apply long leg cast brace	Y	P3		$108.19
29365		Application of long leg cast	Y	P3		$79.89
29405		Apply short leg cast	Y	P3		$50.93
29425		Apply short leg cast	Y	P3		$46.60
29435		Apply short leg cast	Y	P3		$79.22
29440		Addition of walker to cast	Y	P3		$22.96
29445		Apply rigid leg cast	Y	P3		$63.24
29450		Application of leg cast	Y	P3		$69.90
29505		Application long leg splint	Y	P3		$64.57
29515		Application lower leg splint	Y	P3		$45.60
29520		Strapping of hip	N	N1		
29530		Strapping of knee	N	N1		
29540		Strapping of ankle and/or ft	Y	P3		$13.98
29550		Strapping of toes	N	N1		
29580		Application of paste boot	Y	P3		$43.28
29581		Apply multlay comprs lwr leg	Y	P3		$67.57
29584		Appl multlay comprs arm/hand	Y	P3		$67.91
29700		Removal/revision of cast	Y	P3		$42.61
29705		Removal/revision of cast	Y	P3		$34.61
