Addendum AA -- ASC Covered Surgical Procedures for CY 2023                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2022 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2022 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,July 2023  Payment Indicator,July 2023  Payment Weight  ,July 2023 Payment Rate 
27047,,Exc hip/pelvis les sc < 3 cm,Y,G2,20.6808,"$1,072.38 "
27048,,Exc hip/pelv tum deep < 5 cm,Y,G2,20.6808,"$1,072.38 "
27049,,Resect hip/pelv tum < 5 cm,Y,G2,20.6808,"$1,072.38 "
27050,,Biopsy of sacroiliac joint,Y,A2,14.4363,$748.58 
27052,,Biopsy of hip joint,Y,A2,14.4363,$748.58 
27059,,Resect hip/pelv tum 5 cm/>,Y,G2,20.6808,"$1,072.38 "
27060,,Removal of ischial bursa,Y,A2,60.5101,"$3,137.69 "
27062,,Remove femur lesion/bursa,Y,A2,27.2829,"$1,414.73 "
27065,,Remove hip bone les super,Y,A2,60.5101,"$3,137.69 "
27066,,Remove hip bone les deep,Y,A2,27.2829,"$1,414.73 "
27067,,Remove/graft hip bone lesion,Y,A2,60.5101,"$3,137.69 "
27080,,Removal of tail bone,Y,A2,27.2829,"$1,414.73 "
27086,,Remove hip foreign body,Y,A2,20.6808,"$1,072.38 "
27087,,Remove hip foreign body,Y,A2,27.2829,"$1,414.73 "
27093,,Injection for hip x-ray,N,N1,,
27095,,Injection for hip x-ray,N,N1,,
27097,,Revision of hip tendon,Y,A2,27.2829,"$1,414.73 "
27098,,Transfer tendon to pelvis,Y,A2,27.2829,"$1,414.73 "
27100,,Transfer of abdominal muscle,Y,A2,60.5101,"$3,137.69 "
27105,,Transfer of spinal muscle,Y,A2,27.2829,"$1,414.73 "
27110,,Transfer of iliopsoas muscle,Y,J8,87.7323,"$4,549.27 "
27111,,Transfer of iliopsoas muscle,Y,A2,27.2829,"$1,414.73 "
27130,,Total hip arthroplasty,Y,J8,183.3656,"$9,508.24 "
27197,,Clsd tx pelvic ring fx,Y,G2,2.0785,$107.78 
27198,,Clsd tx pelvic ring fx,Y,G2,2.0785,$107.78 
27200,,Treat tail bone fracture,Y,P2,2.0785,$107.78 
27202,,Treat tail bone fracture,Y,A2,27.2829,"$1,414.73 "
27220,,Treat hip socket fracture,Y,G2,2.0785,$107.78 
27230,,Treat thigh fracture,Y,A2,2.0785,$107.78 
27238,,Treat thigh fracture,Y,A2,14.4363,$748.58 
27246,,Treat thigh fracture,Y,A2,2.0785,$107.78 
27250,,Treat hip dislocation,Y,A2,2.0785,$107.78 
27252,,Treat hip dislocation,Y,A2,14.4363,$748.58 
27256,,Treat hip dislocation,Y,G2,2.0785,$107.78 
27257,,Treat hip dislocation,Y,A2,14.4363,$748.58 
27265,,Treat hip dislocation,Y,A2,2.0785,$107.78 
27266,,Treat hip dislocation,Y,A2,14.4363,$748.58 
27267,,Cltx thigh fx,Y,G2,27.2829,"$1,414.73 "
27275,,Manipulation of hip joint,Y,A2,14.4363,$748.58 
27279,,Arthrd si jt perq/min nvas,Y,J8,329.9421,"$17,108.82 "
27301,,Drain thigh/knee lesion,Y,A2,20.6808,"$1,072.38 "
27305,,Incise thigh tendon & fascia,Y,A2,27.2829,"$1,414.73 "
27306,,Incision of thigh tendon,Y,A2,27.2829,"$1,414.73 "
27307,,Incision of thigh tendons,Y,A2,27.2829,"$1,414.73 "
27310,,Exploration of knee joint,Y,A2,27.2829,"$1,414.73 "
27323,,Biopsy thigh soft tissues,Y,A2,12.2852,$637.04 
27324,,Biopsy thigh soft tissues,Y,A2,20.6808,"$1,072.38 "
27325,,Neurectomy hamstring,Y,A2,16.4680,$853.93 
27326,,Neurectomy popliteal,Y,A2,16.4680,$853.93 
27327,,Exc thigh/knee les sc < 3 cm,Y,G2,12.2852,$637.04 
27328,,Exc thigh/knee tum deep <5cm,Y,G2,20.6808,"$1,072.38 "
27329,,Resect thigh/knee tum < 5 cm,Y,G2,20.6808,"$1,072.38 "
27330,,Biopsy knee joint lining,Y,A2,27.2829,"$1,414.73 "
27331,,Explore/treat knee joint,Y,A2,27.2829,"$1,414.73 "
27332,,Removal of knee cartilage,Y,A2,27.2829,"$1,414.73 "
27333,,Removal of knee cartilage,Y,A2,27.2829,"$1,414.73 "
27334,,Remove knee joint lining,Y,A2,27.2829,"$1,414.73 "
27335,,Remove knee joint lining,Y,A2,60.5101,"$3,137.69 "
27337,,Exc thigh/knee les sc 3 cm/>,Y,G2,20.6808,"$1,072.38 "
27339,,Exc thigh/knee tum dep 5cm/>,Y,G2,20.6808,"$1,072.38 "
27340,,Removal of kneecap bursa,Y,A2,27.2829,"$1,414.73 "
27345,,Removal of knee cyst,Y,A2,27.2829,"$1,414.73 "
27347,,Remove knee cyst,Y,A2,27.2829,"$1,414.73 "
27350,,Removal of kneecap,Y,A2,60.5101,"$3,137.69 "
27355,,Remove femur lesion,Y,A2,27.2829,"$1,414.73 "
27356,,Remove femur lesion/graft,Y,G2,124.0744,"$6,433.75 "
27357,,Remove femur lesion/graft,Y,J8,77.7817,"$4,033.29 "
27358,,Remove femur lesion/fixation,N,N1,,
27360,,Partial removal leg bone(s),Y,A2,27.2829,"$1,414.73 "
27364,,Resect thigh/knee tum 5 cm/>,Y,G2,20.6808,"$1,072.38 "
27369,,Njx cntrst kne arthg/ct/mri,N,N1,,
27372,,Removal of foreign body,Y,A2,20.6808,"$1,072.38 "
27380,,Repair of kneecap tendon,Y,A2,60.5101,"$3,137.69 "
27381,,Repair/graft kneecap tendon,Y,J8,77.5365,"$4,020.58 "
27385,,Repair of thigh muscle,Y,A2,60.5101,"$3,137.69 "
27386,,Repair/graft of thigh muscle,Y,A2,60.5101,"$3,137.69 "
27390,,Incision of thigh tendon,Y,A2,27.2829,"$1,414.73 "
27391,,Incision of thigh tendons,Y,A2,27.2829,"$1,414.73 "
27392,,Incision of thigh tendons,Y,A2,27.2829,"$1,414.73 "
27393,,Lengthening of thigh tendon,Y,A2,60.5101,"$3,137.69 "
27394,,Lengthening of thigh tendons,Y,A2,60.5101,"$3,137.69 "
27395,,Lengthening of thigh tendons,Y,A2,27.2829,"$1,414.73 "
27396,,Transplant of thigh tendon,Y,J8,83.8379,"$4,347.33 "
27397,,Transplants of thigh tendons,Y,G2,60.5101,"$3,137.69 "
27400,,Revise thigh muscles/tendons,Y,A2,60.5101,"$3,137.69 "
27403,,Repair of knee cartilage,Y,J8,92.0112,"$4,771.15 "
27405,,Repair of knee ligament,Y,A2,60.5101,"$3,137.69 "
27407,,Repair of knee ligament,Y,A2,60.5101,"$3,137.69 "
27409,,Repair of knee ligaments,Y,A2,60.5101,"$3,137.69 "
27412,,Autochondrocyte implant knee,Y,J8,89.8939,"$4,661.36 "
27415,,Osteochondral knee allograft,Y,J8,191.2940,"$9,919.36 "
27416,,Osteochondral knee autograft,Y,G2,60.5101,"$3,137.69 "
27418,,Repair degenerated kneecap,Y,J8,80.5730,"$4,178.03 "
27420,,Revision of unstable kneecap,Y,A2,60.5101,"$3,137.69 "
27422,,Revision of unstable kneecap,Y,A2,60.5101,"$3,137.69 "
27424,,Revision/removal of kneecap,Y,A2,60.5101,"$3,137.69 "
27425,,Lat retinacular release open,Y,A2,27.2829,"$1,414.73 "
27427,,Reconstruction knee,Y,J8,84.4228,"$4,377.66 "
27428,,Reconstruction knee,Y,J8,172.1242,"$8,925.33 "
27429,,Reconstruction knee,Y,J8,167.1547,"$8,667.64 "
27430,,Revision of thigh muscles,Y,J8,77.7817,"$4,033.29 "
27435,,Incision of knee joint,Y,A2,27.2829,"$1,414.73 "
27437,,Revise kneecap,Y,A2,60.5101,"$3,137.69 "
27438,,Revise kneecap with implant,Y,J8,164.8700,"$8,549.17 "
27440,,Revision of knee joint,Y,J8,185.3192,"$9,609.54 "
27441,,Revision of knee joint,Y,G2,124.0744,"$6,433.75 "
27442,,Revision of knee joint,Y,J8,174.2949,"$9,037.89 "
27443,,Revision of knee joint,Y,J8,179.2301,"$9,293.80 "
27446,,Revision of knee joint,Y,J8,177.3909,"$9,198.43 "
27447,,Total knee arthroplasty,Y,J8,179.7784,"$9,322.23 "
27475,,Surgery to stop leg growth,Y,G2,60.5101,"$3,137.69 "
27479,,Surgery to stop leg growth,Y,G2,60.5101,"$3,137.69 "
27496,,Decompression of thigh/knee,Y,A2,27.2829,"$1,414.73 "
27497,,Decompression of thigh/knee,Y,A2,27.2829,"$1,414.73 "
27498,,Decompression of thigh/knee,Y,A2,14.4363,$748.58 
27499,,Decompression of thigh/knee,Y,A2,60.5101,"$3,137.69 "
27500,,Treatment of thigh fracture,Y,A2,2.0785,$107.78 
27501,,Treatment of thigh fracture,Y,A2,2.0785,$107.78 
27502,,Treatment of thigh fracture,Y,A2,14.4363,$748.58 
27503,,Treatment of thigh fracture,Y,A2,14.4363,$748.58 
27508,,Treatment of thigh fracture,Y,A2,2.0785,$107.78 
27509,,Treatment of thigh fracture,Y,J8,85.0079,"$4,408.00 "
27510,,Treatment of thigh fracture,Y,A2,14.4363,$748.58 
27516,,Treat thigh fx growth plate,Y,A2,2.0785,$107.78 
27517,,Treat thigh fx growth plate,Y,A2,14.4363,$748.58 
27520,,Treat kneecap fracture,Y,A2,2.0785,$107.78 
27524,,Treat kneecap fracture,Y,G2,60.5101,"$3,137.69 "
27530,,Treat knee fracture,Y,A2,2.0785,$107.78 
27532,,Treat knee fracture,Y,A2,27.2829,"$1,414.73 "
27538,,Treat knee fracture(s),Y,A2,2.0785,$107.78 
27550,,Treat knee dislocation,Y,A2,2.0785,$107.78 
27552,,Treat knee dislocation,Y,A2,14.4363,$748.58 
27560,,Treat kneecap dislocation,Y,A2,2.0785,$107.78 
27562,,Treat kneecap dislocation,Y,A2,2.0785,$107.78 
27566,,Treat kneecap dislocation,Y,A2,60.5101,"$3,137.69 "
27570,,Fixation of knee joint,Y,A2,14.4363,$748.58 
27594,,Amputation follow-up surgery,Y,A2,27.2829,"$1,414.73 "
27600,,Decompression of lower leg,Y,A2,27.2829,"$1,414.73 "
27601,,Decompression of lower leg,Y,A2,27.2829,"$1,414.73 "
27602,,Decompression of lower leg,Y,A2,27.2829,"$1,414.73 "
27603,,Drain lower leg lesion,Y,A2,20.6808,"$1,072.38 "
27604,,Drain lower leg bursa,Y,A2,27.2829,"$1,414.73 "
27605,,Incision of achilles tendon,Y,A2,14.4363,$748.58 
27606,,Incision of achilles tendon,Y,A2,27.2829,"$1,414.73 "
27607,,Treat lower leg bone lesion,Y,A2,27.2829,"$1,414.73 "
27610,,Explore/treat ankle joint,Y,A2,27.2829,"$1,414.73 "
27612,,Exploration of ankle joint,Y,A2,27.2829,"$1,414.73 "
27613,,Biopsy lower leg soft tissue,Y,P3,,$170.79 
27614,,Biopsy lower leg soft tissue,Y,A2,20.6808,"$1,072.38 "
27615,,Resect leg/ankle tum < 5 cm,Y,G2,20.6808,"$1,072.38 "
27616,,Resect leg/ankle tum 5 cm/>,Y,G2,20.6808,"$1,072.38 "
27618,,Exc leg/ankle tum < 3 cm,Y,G2,12.2852,$637.04 
27619,,Exc leg/ankle tum deep <5 cm,Y,G2,20.6808,"$1,072.38 "
27620,,Explore/treat ankle joint,Y,A2,27.2829,"$1,414.73 "
27625,,Remove ankle joint lining,Y,A2,27.2829,"$1,414.73 "
27626,,Remove ankle joint lining,Y,A2,27.2829,"$1,414.73 "
27630,,Removal of tendon lesion,Y,A2,27.2829,"$1,414.73 "
27632,,Exc leg/ankle les sc 3 cm/>,Y,G2,20.6808,"$1,072.38 "
27634,,Exc leg/ankle tum dep 5 cm/>,Y,G2,20.6808,"$1,072.38 "
27635,,Remove lower leg bone lesion,Y,A2,27.2829,"$1,414.73 "
27637,,Remove/graft leg bone lesion,Y,J8,83.6985,"$4,340.10 "
27638,,Remove/graft leg bone lesion,Y,A2,60.5101,"$3,137.69 "
27640,,Partial removal of tibia,Y,A2,27.2829,"$1,414.73 "
27641,,Partial removal of fibula,Y,A2,27.2829,"$1,414.73 "
27647,,Resect talus/calcaneus tum,Y,J8,35.0702,"$1,818.53 "
27648,,Injection for ankle x-ray,N,N1,,
27650,,Repair achilles tendon,Y,A2,60.5101,"$3,137.69 "
27652,,Repair/graft achilles tendon,Y,J8,80.2220,"$4,159.83 "
27654,,Repair of achilles tendon,Y,J8,80.0827,"$4,152.61 "
27656,,Repair leg fascia defect,Y,J8,39.5366,"$2,050.13 "
27658,,Repair of leg tendon each,Y,A2,27.2829,"$1,414.73 "
27659,,Repair of leg tendon each,Y,A2,60.5101,"$3,137.69 "
27664,,Repair of leg tendon each,Y,A2,60.5101,"$3,137.69 "
27665,,Repair of leg tendon each,Y,A2,60.5101,"$3,137.69 "
27675,,Repair lower leg tendons,Y,A2,27.2829,"$1,414.73 "
27676,,Repair lower leg tendons,Y,A2,60.5101,"$3,137.69 "
27680,,Release of lower leg tendon,Y,A2,27.2829,"$1,414.73 "
27681,,Release of lower leg tendons,Y,A2,27.2829,"$1,414.73 "
27685,,Revision of lower leg tendon,Y,A2,27.2829,"$1,414.73 "
27686,,Revise lower leg tendons,Y,A2,27.2829,"$1,414.73 "
27687,,Revision of calf tendon,Y,A2,27.2829,"$1,414.73 "
27690,,Revise lower leg tendon,Y,A2,60.5101,"$3,137.69 "
27691,,Revise lower leg tendon,Y,A2,60.5101,"$3,137.69 "
27692,,Revise additional leg tendon,N,N1,,
27695,,Repair of ankle ligament,Y,J8,79.1800,"$4,105.80 "
27696,,Repair of ankle ligaments,Y,J8,81.7040,"$4,236.68 "
27698,,Repair of ankle ligament,Y,J8,83.1749,"$4,312.95 "
27700,,Revision of ankle joint,Y,J8,80.2833,"$4,163.01 "
27704,,Removal of ankle implant,N,A2,27.2829,"$1,414.73 "
27705,,Incision of tibia,Y,J8,81.5144,"$4,226.85 "
27707,,Incision of fibula,Y,A2,27.2829,"$1,414.73 "
27709,,Incision of tibia & fibula,Y,J8,191.2254,"$9,915.80 "
27720,,Repair of tibia,Y,J8,81.4699,"$4,224.54 "
27726,,Repair fibula nonunion,Y,J8,80.6343,"$4,181.21 "
27730,,Repair of tibia epiphysis,Y,A2,27.2829,"$1,414.73 "
27732,,Repair of fibula epiphysis,Y,A2,27.2829,"$1,414.73 "
27734,,Repair lower leg epiphyses,Y,A2,27.2829,"$1,414.73 "
27740,,Repair of leg epiphyses,Y,G2,27.2829,"$1,414.73 "
27742,,Repair of leg epiphyses,Y,A2,27.2829,"$1,414.73 "
27745,,Reinforce tibia,Y,J8,82.2278,"$4,263.84 "
27750,,Treatment of tibia fracture,Y,A2,2.0785,$107.78 
27752,,Treatment of tibia fracture,Y,A2,14.4363,$748.58 
27756,,Treatment of tibia fracture,Y,J8,86.5345,"$4,487.16 "
27758,,Treatment of tibia fracture,Y,J8,179.0359,"$9,283.73 "
27759,,Treatment of tibia fracture,Y,J8,170.9363,"$8,863.73 "
27760,,Cltx medial ankle fx,Y,A2,2.0785,$107.78 
27762,,Cltx med ankle fx w/mnpj,Y,A2,14.4363,$748.58 
27766,,Optx medial ankle fx,Y,A2,60.5101,"$3,137.69 "
27767,,Cltx post ankle fx,Y,P2,2.0785,$107.78 
27768,,Cltx post ankle fx w/mnpj,Y,J8,20.3514,"$1,055.30 "
27769,,Optx post ankle fx,Y,G2,60.5101,"$3,137.69 "
27780,,Treatment of fibula fracture,Y,A2,2.0785,$107.78 
27781,,Treatment of fibula fracture,Y,A2,14.4363,$748.58 
27784,,Treatment of fibula fracture,Y,A2,60.5101,"$3,137.69 "
27786,,Treatment of ankle fracture,Y,A2,2.0785,$107.78 
27788,,Treatment of ankle fracture,Y,A2,2.0785,$107.78 
27792,,Treatment of ankle fracture,Y,J8,80.3111,"$4,164.45 "
27808,,Treatment of ankle fracture,Y,A2,2.0785,$107.78 
27810,,Treatment of ankle fracture,Y,A2,14.4363,$748.58 
27814,,Treatment of ankle fracture,Y,J8,81.1469,"$4,207.79 "
27816,,Treatment of ankle fracture,Y,A2,2.0785,$107.78 
27818,,Treatment of ankle fracture,Y,A2,14.4363,$748.58 
27822,,Treatment of ankle fracture,Y,J8,80.2609,"$4,161.85 "
27823,,Treatment of ankle fracture,Y,J8,80.9517,"$4,197.67 "
27824,,Treat lower leg fracture,Y,A2,2.0785,$107.78 
27825,,Treat lower leg fracture,Y,A2,14.4363,$748.58 
27826,,Treat lower leg fracture,Y,J8,86.6961,"$4,495.54 "
27827,,Treat lower leg fracture,Y,J8,168.5600,"$8,740.51 "
27828,,Treat lower leg fracture,Y,J8,175.6086,"$9,106.01 "
27829,,Treat lower leg joint,Y,J8,83.7822,"$4,344.44 "
27830,,Treat lower leg dislocation,Y,A2,2.0785,$107.78 
27831,,Treat lower leg dislocation,Y,A2,27.2829,"$1,414.73 "
27832,,Treat lower leg dislocation,Y,J8,82.4172,"$4,273.66 "
27840,,Treat ankle dislocation,Y,A2,2.0785,$107.78 
27842,,Treat ankle dislocation,Y,A2,14.4363,$748.58 
27846,,Treat ankle dislocation,Y,J8,89.9219,"$4,662.81 "
27848,,Treat ankle dislocation,Y,A2,60.5101,"$3,137.69 "
27860,,Fixation of ankle joint,Y,A2,27.2829,"$1,414.73 "
27870,,Fusion of ankle joint open,Y,J8,181.3552,"$9,403.99 "
27871,,Fusion of tibiofibular joint,Y,J8,170.5477,"$8,843.58 "
27884,,Amputation follow-up surgery,Y,A2,27.2829,"$1,414.73 "
27889,,Amputation of foot at ankle,Y,A2,60.5101,"$3,137.69 "
27892,,Decompression of leg,Y,A2,27.2829,"$1,414.73 "
27893,,Decompression of leg,Y,A2,60.5101,"$3,137.69 "
27894,,Decompression of leg,Y,A2,27.2829,"$1,414.73 "
28001,,Drainage of bursa of foot,Y,P3,,$99.29 
28002,,Treatment of foot infection,Y,A2,14.4363,$748.58 
28003,,Treatment of foot infection,Y,A2,27.2829,"$1,414.73 "
28005,,Treat foot bone lesion,Y,A2,27.2829,"$1,414.73 "
28008,,Incision of foot fascia,Y,A2,27.2829,"$1,414.73 "
28010,,Incision of toe tendon,Y,P3,,$126.74 
28011,,Incision of toe tendons,Y,A2,14.4363,$748.58 
28020,,Exploration of foot joint,Y,A2,27.2829,"$1,414.73 "
28022,,Exploration of foot joint,Y,A2,27.2829,"$1,414.73 "
28024,,Exploration of toe joint,Y,A2,14.4363,$748.58 
28035,,Decompression of tibia nerve,Y,A2,16.4680,$853.93 
28039,,Exc foot/toe tum sc 1.5 cm/>,Y,G2,20.6808,"$1,072.38 "
28041,,Exc foot/toe tum dep 1.5cm/>,Y,G2,20.6808,"$1,072.38 "
28043,,Exc foot/toe tum sc < 1.5 cm,Y,G2,12.2852,$637.04 
28045,,Exc foot/toe tum deep <1.5cm,Y,G2,20.6808,"$1,072.38 "
28046,,Resect foot/toe tumor < 3 cm,Y,G2,20.6808,"$1,072.38 "
28047,,Resect foot/toe tumor 3 cm/>,Y,G2,20.6808,"$1,072.38 "
28050,,Biopsy of foot joint lining,Y,A2,27.2829,"$1,414.73 "
28052,,Biopsy of foot joint lining,Y,A2,27.2829,"$1,414.73 "
28054,,Biopsy of toe joint lining,Y,A2,27.2829,"$1,414.73 "
28055,,Neurectomy foot,Y,A2,16.4680,$853.93 
28060,,Partial removal foot fascia,Y,A2,27.2829,"$1,414.73 "
28062,,Removal of foot fascia,Y,A2,27.2829,"$1,414.73 "
28070,,Removal of foot joint lining,Y,A2,60.5101,"$3,137.69 "
28072,,Removal of foot joint lining,Y,A2,27.2829,"$1,414.73 "
28080,,Removal of foot lesion,Y,A2,14.4363,$748.58 
28086,,Excise foot tendon sheath,Y,A2,27.2829,"$1,414.73 "
28088,,Excise foot tendon sheath,Y,A2,27.2829,"$1,414.73 "
28090,,Removal of foot lesion,Y,A2,14.4363,$748.58 
28092,,Removal of toe lesions,Y,A2,14.4363,$748.58 
28100,,Removal of ankle/heel lesion,Y,A2,27.2829,"$1,414.73 "
28102,,Remove/graft foot lesion,Y,J8,78.8458,"$4,088.47 "
28103,,Remove/graft foot lesion,Y,J8,78.2607,"$4,058.13 "
28104,,Removal of foot lesion,Y,A2,27.2829,"$1,414.73 "
28106,,Remove/graft foot lesion,Y,A2,60.5101,"$3,137.69 "
28107,,Remove/graft foot lesion,Y,A2,60.5101,"$3,137.69 "
28108,,Removal of toe lesions,Y,A2,14.4363,$748.58 
28110,,Part removal of metatarsal,Y,A2,27.2829,"$1,414.73 "
28111,,Part removal of metatarsal,Y,A2,27.2829,"$1,414.73 "
28112,,Part removal of metatarsal,Y,A2,27.2829,"$1,414.73 "
28113,,Part removal of metatarsal,Y,A2,27.2829,"$1,414.73 "
28114,,Removal of metatarsal heads,Y,A2,27.2829,"$1,414.73 "
28116,,Revision of foot,Y,A2,27.2829,"$1,414.73 "
28118,,Removal of heel bone,Y,A2,27.2829,"$1,414.73 "
28119,,Removal of heel spur,Y,A2,27.2829,"$1,414.73 "
28120,,Part removal of ankle/heel,Y,A2,27.2829,"$1,414.73 "
28122,,Partial removal of foot bone,Y,A2,27.2829,"$1,414.73 "
28124,,Partial removal of toe,Y,P3,,$294.48 
28126,,Partial removal of toe,Y,A2,27.2829,"$1,414.73 "
28130,,Removal of ankle bone,Y,J8,79.4419,"$4,119.38 "
28140,,Removal of metatarsal,Y,A2,27.2829,"$1,414.73 "
28150,,Removal of toe,Y,A2,27.2829,"$1,414.73 "
28153,,Partial removal of toe,Y,A2,27.2829,"$1,414.73 "
28160,,Partial removal of toe,Y,A2,27.2829,"$1,414.73 "
28171,,Resect tarsal tumor,Y,A2,27.2829,"$1,414.73 "
28173,,Resect metatarsal tumor,Y,A2,27.2829,"$1,414.73 "
28175,,Resect phalanx of toe tumor,Y,A2,14.4363,$748.58 
28190,,Removal of foot foreign body,Y,P3,,$169.10 
28192,,Removal of foot foreign body,Y,A2,12.2852,$637.04 
28193,,Removal of foot foreign body,Y,A2,12.2852,$637.04 
28200,,Repair of foot tendon,Y,A2,27.2829,"$1,414.73 "
28202,,Repair/graft of foot tendon,Y,J8,79.1077,"$4,102.05 "
28208,,Repair of foot tendon,Y,A2,27.2829,"$1,414.73 "
28210,,Repair/graft of foot tendon,Y,J8,80.0492,"$4,150.87 "
28220,,Release of foot tendon,Y,P3,,$280.59 
28222,,Release of foot tendons,Y,A2,27.2829,"$1,414.73 "
28225,,Release of foot tendon,Y,A2,27.2829,"$1,414.73 "
28226,,Release of foot tendons,Y,A2,27.2829,"$1,414.73 "
28230,,Incision of foot tendon(s),Y,P3,,$275.16 
28232,,Incision of toe tendon,Y,P3,,$250.43 
28234,,Incision of foot tendon,Y,A2,14.4363,$748.58 
28238,,Revision of foot tendon,Y,A2,60.5101,"$3,137.69 "
28240,,Release of big toe,Y,A2,27.2829,"$1,414.73 "
28250,,Revision of foot fascia,Y,A2,27.2829,"$1,414.73 "
28260,,Release of midfoot joint,Y,A2,27.2829,"$1,414.73 "
28261,,Revision of foot tendon,Y,J8,18.5569,$962.25 
28262,,Revision of foot and ankle,Y,J8,96.9865,"$5,029.14 "
28264,,Release of midfoot joint,Y,A2,14.4363,$748.58 
28270,,Release of foot contracture,Y,A2,27.2829,"$1,414.73 "
28272,,Release of toe joint each,Y,P3,,$241.62 
28280,,Fusion of toes,Y,A2,27.2829,"$1,414.73 "
28285,,Repair of hammertoe,Y,A2,27.2829,"$1,414.73 "
28286,,Repair of hammertoe,Y,A2,27.2829,"$1,414.73 "
28288,,Partial removal of foot bone,Y,A2,27.2829,"$1,414.73 "
28289,,Corrj halux rigdus w/o implt,Y,A2,27.2829,"$1,414.73 "
28291,,Corrj halux rigdus w/implt,Y,J8,85.8323,"$4,450.75 "
28292,,Correction hallux valgus,Y,A2,27.2829,"$1,414.73 "
28295,,Correction hallux valgus,Y,G2,27.2829,"$1,414.73 "
28296,,Correction hallux valgus,Y,A2,27.2829,"$1,414.73 "
28297,,Correction hallux valgus,Y,J8,89.5264,"$4,642.30 "
28298,,Correction hallux valgus,Y,J8,80.3836,"$4,168.21 "
28299,,Correction hallux valgus,Y,J8,78.7623,"$4,084.14 "
28300,,Incision of heel bone,Y,J8,81.0298,"$4,201.72 "
28302,,Incision of ankle bone,Y,J8,91.0362,"$4,720.59 "
28304,,Incision of midfoot bones,Y,A2,60.5101,"$3,137.69 "
28305,,Incise/graft midfoot bones,Y,J8,85.5539,"$4,436.31 "
28306,,Incision of metatarsal,Y,A2,60.5101,"$3,137.69 "
28307,,Incision of metatarsal,Y,A2,60.5101,"$3,137.69 "
28308,,Incision of metatarsal,Y,A2,27.2829,"$1,414.73 "
28309,,Incision of metatarsals,Y,J8,77.7817,"$4,033.29 "
28310,,Revision of big toe,Y,J8,77.7817,"$4,033.29 "
28312,,Revision of toe,Y,A2,27.2829,"$1,414.73 "
28313,,Repair deformity of toe,Y,A2,27.2829,"$1,414.73 "
28315,,Removal of sesamoid bone,Y,A2,27.2829,"$1,414.73 "
28320,,Repair of foot bones,Y,J8,159.4893,"$8,270.16 "
28322,,Repair of metatarsals,Y,J8,81.1691,"$4,208.94 "
28340,,Resect enlarged toe tissue,Y,A2,27.2829,"$1,414.73 "
28341,,Resect enlarged toe,Y,A2,27.2829,"$1,414.73 "
28344,,Repair extra toe(s),Y,A2,27.2829,"$1,414.73 "
28345,,Repair webbed toe(s),Y,A2,14.4363,$748.58 
28400,,Treatment of heel fracture,Y,A2,2.0785,$107.78 
28405,,Treatment of heel fracture,Y,A2,2.0785,$107.78 
28406,,Treatment of heel fracture,Y,J8,81.1914,"$4,210.10 "
28415,,Treat heel fracture,Y,J8,82.1886,"$4,261.81 "
28420,,Treat/graft heel fracture,Y,J8,159.4893,"$8,270.16 "
28430,,Treatment of ankle fracture,Y,P2,2.0785,$107.78 
28435,,Treatment of ankle fracture,Y,A2,14.4363,$748.58 
28436,,Treatment of ankle fracture,Y,J8,79.7038,"$4,132.96 "
28445,,Treat ankle fracture,Y,J8,85.1471,"$4,415.22 "
28446,,Osteochondral talus autogrft,Y,J8,90.4567,"$4,690.54 "
28450,,Treat midfoot fracture each,Y,P2,2.0785,$107.78 
28455,,Treat midfoot fracture each,Y,P3,,$178.92 
28456,,Treat midfoot fracture,Y,A2,60.5101,"$3,137.69 "
28465,,Treat midfoot fracture each,Y,A2,60.5101,"$3,137.69 "
28470,,Treat metatarsal fracture,Y,P2,2.0785,$107.78 
28475,,Treat metatarsal fracture,Y,P2,2.0785,$107.78 
28476,,Treat metatarsal fracture,Y,A2,27.2829,"$1,414.73 "
28485,,Treat metatarsal fracture,Y,J8,80.5897,"$4,178.90 "
28490,,Treat big toe fracture,Y,P3,,$100.64 
28495,,Treat big toe fracture,Y,P2,2.0785,$107.78 
28496,,Treat big toe fracture,Y,A2,27.2829,"$1,414.73 "
28505,,Treat big toe fracture,Y,A2,27.2829,"$1,414.73 "
28510,,Treatment of toe fracture,Y,P3,,$79.97 
28515,,Treatment of toe fracture,Y,P2,2.0785,$107.78 
28525,,Treat toe fracture,Y,A2,27.2829,"$1,414.73 "
28530,,Treat sesamoid bone fracture,Y,P3,,$77.26 
28531,,Treat sesamoid bone fracture,Y,A2,60.5101,"$3,137.69 "
28540,,Treat foot dislocation,Y,P2,2.0785,$107.78 
28545,,Treat foot dislocation,Y,G2,27.2829,"$1,414.73 "
28546,,Treat foot dislocation,Y,A2,14.4363,$748.58 
28555,,Repair foot dislocation,Y,J8,80.3111,"$4,164.45 "
28570,,Treat foot dislocation,Y,P2,2.0785,$107.78 
28575,,Treat foot dislocation,Y,A2,27.2829,"$1,414.73 "
28576,,Treat foot dislocation,Y,A2,60.5101,"$3,137.69 "
