Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
27380,,Repair of kneecap tendon,Y,A2,60.0639,"$2,998.15 "
27381,,Repair/graft kneecap tendon,Y,J8,79.1249,"$3,949.60 "
27385,,Repair of thigh muscle,Y,A2,60.0639,"$2,998.15 "
27386,,Repair/graft of thigh muscle,Y,A2,60.0639,"$2,998.15 "
27390,,Incision of thigh tendon,Y,A2,27.2525,"$1,360.34 "
27391,,Incision of thigh tendons,Y,A2,27.2525,"$1,360.34 "
27392,,Incision of thigh tendons,Y,A2,27.2525,"$1,360.34 "
27393,,Lengthening of thigh tendon,Y,A2,60.0639,"$2,998.15 "
27394,,Lengthening of thigh tendons,Y,A2,60.0639,"$2,998.15 "
27395,,Lengthening of thigh tendons,Y,A2,27.2525,"$1,360.34 "
27396,,Transplant of thigh tendon,Y,A2,60.0639,"$2,998.15 "
27397,,Transplants of thigh tendons,Y,G2,60.0639,"$2,998.15 "
27400,,Revise thigh muscles/tendons,Y,A2,60.0639,"$2,998.15 "
27403,,Repair of knee cartilage,Y,J8,78.1950,"$3,903.18 "
27405,,Repair of knee ligament,Y,A2,60.0639,"$2,998.15 "
27407,,Repair of knee ligament,Y,J8,78.1950,"$3,903.18 "
27409,,Repair of knee ligaments,Y,A2,60.0639,"$2,998.15 "
27412,,Autochondrocyte implant knee,Y,J8,96.3669,"$4,810.25 "
27415,,Osteochondral knee allograft,Y,J8,208.1361,"$10,389.32 "
27416,,Osteochondral knee autograft,Y,G2,60.0639,"$2,998.15 "
27418,,Repair degenerated kneecap,Y,A2,60.0639,"$2,998.15 "
27420,,Revision of unstable kneecap,Y,A2,60.0639,"$2,998.15 "
27422,,Revision of unstable kneecap,Y,A2,60.0639,"$2,998.15 "
27424,,Revision/removal of kneecap,Y,A2,60.0639,"$2,998.15 "
27425,,Lat retinacular release open,Y,A2,27.2525,"$1,360.34 "
27427,,Reconstruction knee,Y,J8,79.4056,"$3,963.61 "
27428,,Reconstruction knee,Y,J8,156.8459,"$7,829.12 "
27429,,Reconstruction knee,Y,J8,212.2540,"$10,594.87 "
27430,,Revision of thigh muscles,Y,A2,60.0639,"$2,998.15 "
27435,,Incision of knee joint,Y,A2,27.2525,"$1,360.34 "
27437,,Revise kneecap,Y,A2,60.0639,"$2,998.15 "
27438,,Revise kneecap with implant,Y,J8,166.8645,"$8,329.21 "
27440,,Revision of knee joint,Y,J8,165.5505,"$8,263.62 "
27441,,Revision of knee joint,Y,G2,120.4779,"$6,013.77 "
27442,,Revision of knee joint,Y,J8,176.9184,"$8,831.06 "
27443,,Revision of knee joint,Y,J8,168.4600,"$8,408.85 "
27446,,Revision of knee joint,Y,J8,177.1414,"$8,842.19 "
27447,,Total knee arthroplasty,Y,J8,179.5933,"$8,964.58 "
27475,,Surgery to stop leg growth,Y,G2,60.0639,"$2,998.15 "
27479,,Surgery to stop leg growth,Y,G2,60.0639,"$2,998.15 "
27496,,Decompression of thigh/knee,Y,A2,27.2525,"$1,360.34 "
27497,,Decompression of thigh/knee,Y,A2,27.2525,"$1,360.34 "
27498,,Decompression of thigh/knee,Y,A2,14.8510,$741.30 
27499,,Decompression of thigh/knee,Y,A2,60.0639,"$2,998.15 "
27500,,Treatment of thigh fracture,Y,A2,2.1366,$106.65 
27501,,Treatment of thigh fracture,Y,A2,2.1366,$106.65 
27502,,Treatment of thigh fracture,Y,A2,14.8510,$741.30 
27503,,Treatment of thigh fracture,Y,A2,14.8510,$741.30 
27508,,Treatment of thigh fracture,Y,A2,2.1366,$106.65 
27509,,Treatment of thigh fracture,Y,J8,86.5937,"$4,322.41 "
27510,,Treatment of thigh fracture,Y,A2,14.8510,$741.30 
27516,,Treat thigh fx growth plate,Y,A2,2.1366,$106.65 
27517,,Treat thigh fx growth plate,Y,A2,14.8510,$741.30 
27520,,Treat kneecap fracture,Y,A2,2.1366,$106.65 
27524,,Treat kneecap fracture,Y,G2,60.0639,"$2,998.15 "
27530,,Treat knee fracture,Y,A2,2.1366,$106.65 
27532,,Treat knee fracture,Y,A2,27.2525,"$1,360.34 "
27538,,Treat knee fracture(s),Y,A2,2.1366,$106.65 
27550,,Treat knee dislocation,Y,A2,2.1366,$106.65 
27552,,Treat knee dislocation,Y,A2,14.8510,$741.30 
27560,,Treat kneecap dislocation,Y,A2,2.1366,$106.65 
27562,,Treat kneecap dislocation,Y,A2,2.1366,$106.65 
27566,,Treat kneecap dislocation,Y,A2,60.0639,"$2,998.15 "
27570,,Fixation of knee joint,Y,A2,14.8510,$741.30 
27594,,Amputation follow-up surgery,Y,A2,27.2525,"$1,360.34 "
27600,,Decompression of lower leg,Y,A2,27.2525,"$1,360.34 "
27601,,Decompression of lower leg,Y,A2,27.2525,"$1,360.34 "
27602,,Decompression of lower leg,Y,A2,27.2525,"$1,360.34 "
27603,,Drain lower leg lesion,Y,A2,20.4143,"$1,019.00 "
27604,,Drain lower leg bursa,Y,A2,27.2525,"$1,360.34 "
27605,,Incision of achilles tendon,Y,A2,14.8510,$741.30 
27606,,Incision of achilles tendon,Y,A2,27.2525,"$1,360.34 "
27607,,Treat lower leg bone lesion,Y,A2,27.2525,"$1,360.34 "
27610,,Explore/treat ankle joint,Y,A2,27.2525,"$1,360.34 "
27612,,Exploration of ankle joint,Y,A2,27.2525,"$1,360.34 "
27613,,Biopsy lower leg soft tissue,Y,P3,,$174.42 
27614,,Biopsy lower leg soft tissue,Y,A2,20.4143,"$1,019.00 "
27615,,Resect leg/ankle tum < 5 cm,Y,G2,20.4143,"$1,019.00 "
27616,,Resect leg/ankle tum 5 cm/>,Y,G2,20.4143,"$1,019.00 "
27618,,Exc leg/ankle tum < 3 cm,Y,G2,12.1817,$608.06 
27619,,Exc leg/ankle tum deep <5 cm,Y,G2,20.4143,"$1,019.00 "
27620,,Explore/treat ankle joint,Y,A2,27.2525,"$1,360.34 "
27625,,Remove ankle joint lining,Y,A2,27.2525,"$1,360.34 "
27626,,Remove ankle joint lining,Y,A2,27.2525,"$1,360.34 "
27630,,Removal of tendon lesion,Y,A2,27.2525,"$1,360.34 "
27632,,Exc leg/ankle les sc 3 cm/>,Y,G2,20.4143,"$1,019.00 "
27634,,Exc leg/ankle tum dep 5 cm/>,Y,G2,20.4143,"$1,019.00 "
27635,,Remove lower leg bone lesion,Y,A2,27.2525,"$1,360.34 "
27637,,Remove/graft leg bone lesion,Y,J8,84.4064,"$4,213.23 "
27638,,Remove/graft leg bone lesion,Y,A2,60.0639,"$2,998.15 "
27640,,Partial removal of tibia,Y,A2,27.2525,"$1,360.34 "
27641,,Partial removal of fibula,Y,A2,27.2525,"$1,360.34 "
27647,,Resect talus/calcaneus tum,Y,A2,27.2525,"$1,360.34 "
27648,,Injection for ankle x-ray,N,N1,,
27650,,Repair achilles tendon,Y,A2,60.0639,"$2,998.15 "
27652,,Repair/graft achilles tendon,Y,J8,84.7045,"$4,228.11 "
27654,,Repair of achilles tendon,Y,J8,78.1950,"$3,903.18 "
27656,,Repair leg fascia defect,Y,J8,40.1971,"$2,006.48 "
27658,,Repair of leg tendon each,Y,A2,27.2525,"$1,360.34 "
27659,,Repair of leg tendon each,Y,A2,60.0639,"$2,998.15 "
27664,,Repair of leg tendon each,Y,A2,60.0639,"$2,998.15 "
27665,,Repair of leg tendon each,Y,A2,60.0639,"$2,998.15 "
27675,,Repair lower leg tendons,Y,A2,27.2525,"$1,360.34 "
27676,,Repair lower leg tendons,Y,A2,60.0639,"$2,998.15 "
27680,,Release of lower leg tendon,Y,A2,27.2525,"$1,360.34 "
27681,,Release of lower leg tendons,Y,A2,27.2525,"$1,360.34 "
27685,,Revision of lower leg tendon,Y,A2,27.2525,"$1,360.34 "
27686,,Revise lower leg tendons,Y,A2,27.2525,"$1,360.34 "
27687,,Revision of calf tendon,Y,A2,27.2525,"$1,360.34 "
27690,,Revise lower leg tendon,Y,A2,60.0639,"$2,998.15 "
27691,,Revise lower leg tendon,Y,A2,60.0639,"$2,998.15 "
27692,,Revise additional leg tendon,N,N1,,
27695,,Repair of ankle ligament,Y,J8,78.5868,"$3,922.74 "
27696,,Repair of ankle ligaments,Y,J8,78.1950,"$3,903.18 "
27698,,Repair of ankle ligament,Y,J8,78.1773,"$3,902.30 "
27700,,Revision of ankle joint,Y,J8,77.9844,"$3,892.67 "
27704,,Removal of ankle implant,N,A2,27.2525,"$1,360.34 "
27705,,Incision of tibia,Y,J8,78.0313,"$3,895.01 "
27707,,Incision of fibula,Y,A2,27.2525,"$1,360.34 "
27709,,Incision of tibia & fibula,Y,J8,158.6994,"$7,921.64 "
27720,,Repair of tibia,Y,J8,86.7984,"$4,332.63 "
27726,,Repair fibula nonunion,Y,J8,81.0900,"$4,047.69 "
27730,,Repair of tibia epiphysis,Y,A2,27.2525,"$1,360.34 "
27732,,Repair of fibula epiphysis,Y,A2,27.2525,"$1,360.34 "
27734,,Repair lower leg epiphyses,Y,A2,27.2525,"$1,360.34 "
27740,,Repair of leg epiphyses,Y,G2,27.2525,"$1,360.34 "
27742,,Repair of leg epiphyses,Y,A2,27.2525,"$1,360.34 "
27745,,Reinforce tibia,Y,J8,83.6752,"$4,176.73 "
27750,,Treatment of tibia fracture,Y,A2,2.1366,$106.65 
27752,,Treatment of tibia fracture,Y,A2,14.8510,$741.30 
27756,,Treatment of tibia fracture,Y,J8,78.1950,"$3,903.18 "
27758,,Treatment of tibia fracture,Y,J8,170.0789,"$8,489.66 "
27759,,Treatment of tibia fracture,Y,J8,166.1021,"$8,291.15 "
27760,,Cltx medial ankle fx,Y,A2,2.1366,$106.65 
27762,,Cltx med ankle fx w/mnpj,Y,A2,14.8510,$741.30 
27766,,Optx medial ankle fx,Y,A2,60.0639,"$2,998.15 "
27767,,Cltx post ankle fx,Y,P2,2.1366,$106.65 
27768,,Cltx post ankle fx w/mnpj,Y,J8,21.2862,"$1,062.52 "
27769,,Optx post ankle fx,Y,J8,78.1950,"$3,903.18 "
27780,,Treatment of fibula fracture,Y,A2,2.1366,$106.65 
27781,,Treatment of fibula fracture,Y,A2,14.8510,$741.30 
27784,,Treatment of fibula fracture,Y,A2,60.0639,"$2,998.15 "
27786,,Treatment of ankle fracture,Y,A2,2.1366,$106.65 
27788,,Treatment of ankle fracture,Y,A2,2.1366,$106.65 
27792,,Treatment of ankle fracture,Y,J8,80.2304,"$4,004.78 "
27808,,Treatment of ankle fracture,Y,A2,2.1366,$106.65 
27810,,Treatment of ankle fracture,Y,A2,14.8510,$741.30 
27814,,Treatment of ankle fracture,Y,J8,80.6805,"$4,027.25 "
27816,,Treatment of ankle fracture,Y,A2,2.1366,$106.65 
27818,,Treatment of ankle fracture,Y,A2,14.8510,$741.30 
27822,,Treatment of ankle fracture,Y,J8,80.7509,"$4,030.76 "
27823,,Treatment of ankle fracture,Y,J8,79.9086,"$3,988.72 "
27824,,Treat lower leg fracture,Y,A2,2.1366,$106.65 
27825,,Treat lower leg fracture,Y,A2,14.8510,$741.30 
27826,,Treat lower leg fracture,Y,J8,80.0022,"$3,993.39 "
27827,,Treat lower leg fracture,Y,J8,171.4164,"$8,556.42 "
27828,,Treat lower leg fracture,Y,J8,170.2666,"$8,499.03 "
27829,,Treat lower leg joint,Y,J8,81.4526,"$4,065.79 "
27830,,Treat lower leg dislocation,Y,A2,2.1366,$106.65 
27831,,Treat lower leg dislocation,Y,A2,27.2525,"$1,360.34 "
27832,,Treat lower leg dislocation,Y,J8,83.0611,"$4,146.08 "
27840,,Treat ankle dislocation,Y,A2,2.1366,$106.65 
27842,,Treat ankle dislocation,Y,J8,19.6825,$982.47 
27846,,Treat ankle dislocation,Y,A2,60.0639,"$2,998.15 "
27848,,Treat ankle dislocation,Y,J8,78.9202,"$3,939.38 "
27860,,Fixation of ankle joint,Y,A2,27.2525,"$1,360.34 "
27870,,Fusion of ankle joint open,Y,J8,178.3146,"$8,900.75 "
27871,,Fusion of tibiofibular joint,Y,J8,185.5998,"$9,264.40 "
27884,,Amputation follow-up surgery,Y,A2,27.2525,"$1,360.34 "
27889,,Amputation of foot at ankle,Y,A2,60.0639,"$2,998.15 "
27892,,Decompression of leg,Y,A2,27.2525,"$1,360.34 "
27893,,Decompression of leg,Y,A2,60.0639,"$2,998.15 "
27894,,Decompression of leg,Y,A2,27.2525,"$1,360.34 "
28001,,Drainage of bursa of foot,Y,P3,,$103.13 
28002,,Treatment of foot infection,Y,A2,14.8510,$741.30 
28003,,Treatment of foot infection,Y,A2,27.2525,"$1,360.34 "
28005,,Treat foot bone lesion,Y,A2,27.2525,"$1,360.34 "
28008,,Incision of foot fascia,Y,A2,27.2525,"$1,360.34 "
28010,,Incision of toe tendon,Y,P3,,$125.62 
28011,,Incision of toe tendons,Y,A2,14.8510,$741.30 
28020,,Exploration of foot joint,Y,A2,27.2525,"$1,360.34 "
28022,,Exploration of foot joint,Y,A2,27.2525,"$1,360.34 "
28024,,Exploration of toe joint,Y,A2,14.8510,$741.30 
28035,,Decompression of tibia nerve,Y,A2,16.5264,$824.93 
28039,,Exc foot/toe tum sc 1.5 cm/>,Y,G2,20.4143,"$1,019.00 "
28041,,Exc foot/toe tum dep 1.5cm/>,Y,G2,20.4143,"$1,019.00 "
28043,,Exc foot/toe tum sc < 1.5 cm,Y,G2,12.1817,$608.06 
28045,,Exc foot/toe tum deep <1.5cm,Y,G2,20.4143,"$1,019.00 "
28046,,Resect foot/toe tumor < 3 cm,Y,G2,20.4143,"$1,019.00 "
28047,,Resect foot/toe tumor 3 cm/>,Y,G2,20.4143,"$1,019.00 "
28050,,Biopsy of foot joint lining,Y,A2,27.2525,"$1,360.34 "
28052,,Biopsy of foot joint lining,Y,A2,27.2525,"$1,360.34 "
28054,,Biopsy of toe joint lining,Y,A2,27.2525,"$1,360.34 "
28055,,Neurectomy foot,Y,A2,16.5264,$824.93 
28060,,Partial removal foot fascia,Y,A2,27.2525,"$1,360.34 "
28062,,Removal of foot fascia,Y,A2,27.2525,"$1,360.34 "
28070,,Removal of foot joint lining,Y,A2,60.0639,"$2,998.15 "
28072,,Removal of foot joint lining,Y,A2,27.2525,"$1,360.34 "
28080,,Removal of foot lesion,Y,A2,14.8510,$741.30 
28086,,Excise foot tendon sheath,Y,A2,27.2525,"$1,360.34 "
28088,,Excise foot tendon sheath,Y,A2,27.2525,"$1,360.34 "
28090,,Removal of foot lesion,Y,A2,14.8510,$741.30 
28092,,Removal of toe lesions,Y,A2,14.8510,$741.30 
28100,,Removal of ankle/heel lesion,Y,A2,27.2525,"$1,360.34 "
28102,,Remove/graft foot lesion,Y,J8,78.1950,"$3,903.18 "
28103,,Remove/graft foot lesion,Y,J8,85.1022,"$4,247.96 "
28104,,Removal of foot lesion,Y,A2,27.2525,"$1,360.34 "
28106,,Remove/graft foot lesion,Y,A2,60.0639,"$2,998.15 "
28107,,Remove/graft foot lesion,Y,J8,83.4003,"$4,163.01 "
28108,,Removal of toe lesions,Y,A2,14.8510,$741.30 
28110,,Part removal of metatarsal,Y,A2,27.2525,"$1,360.34 "
28111,,Part removal of metatarsal,Y,A2,27.2525,"$1,360.34 "
28112,,Part removal of metatarsal,Y,A2,27.2525,"$1,360.34 "
28113,,Part removal of metatarsal,Y,A2,27.2525,"$1,360.34 "
28114,,Removal of metatarsal heads,Y,A2,27.2525,"$1,360.34 "
28116,,Revision of foot,Y,A2,27.2525,"$1,360.34 "
28118,,Removal of heel bone,Y,A2,27.2525,"$1,360.34 "
28119,,Removal of heel spur,Y,A2,27.2525,"$1,360.34 "
28120,,Part removal of ankle/heel,Y,A2,27.2525,"$1,360.34 "
28122,,Partial removal of foot bone,Y,A2,27.2525,"$1,360.34 "
28124,,Partial removal of toe,Y,P3,,$297.96 
28126,,Partial removal of toe,Y,A2,27.2525,"$1,360.34 "
28130,,Removal of ankle bone,Y,J8,79.9379,"$3,990.18 "
28140,,Removal of metatarsal,Y,A2,27.2525,"$1,360.34 "
28150,,Removal of toe,Y,A2,27.2525,"$1,360.34 "
28153,,Partial removal of toe,Y,A2,27.2525,"$1,360.34 "
28160,,Partial removal of toe,Y,A2,27.2525,"$1,360.34 "
28171,,Resect tarsal tumor,Y,A2,27.2525,"$1,360.34 "
28173,,Resect metatarsal tumor,Y,A2,27.2525,"$1,360.34 "
28175,,Resect phalanx of toe tumor,Y,A2,14.8510,$741.30 
28190,,Removal of foot foreign body,Y,P3,,$173.72 
28192,,Removal of foot foreign body,Y,A2,12.1817,$608.06 
28193,,Removal of foot foreign body,Y,A2,12.1817,$608.06 
28200,,Repair of foot tendon,Y,A2,27.2525,"$1,360.34 "
28202,,Repair/graft of foot tendon,Y,J8,77.7797,"$3,882.45 "
28208,,Repair of foot tendon,Y,A2,27.2525,"$1,360.34 "
28210,,Repair/graft of foot tendon,Y,J8,79.0430,"$3,945.51 "
28220,,Release of foot tendon,Y,P3,,$283.77 
28222,,Release of foot tendons,Y,A2,27.2525,"$1,360.34 "
28225,,Release of foot tendon,Y,A2,27.2525,"$1,360.34 "
28226,,Release of foot tendons,Y,A2,27.2525,"$1,360.34 "
28230,,Incision of foot tendon(s),Y,P3,,$277.20 
28232,,Incision of toe tendon,Y,P3,,$254.70 
28234,,Incision of foot tendon,Y,A2,14.8510,$741.30 
28238,,Revision of foot tendon,Y,A2,60.0639,"$2,998.15 "
28240,,Release of big toe,Y,A2,27.2525,"$1,360.34 "
28250,,Revision of foot fascia,Y,A2,27.2525,"$1,360.34 "
28260,,Release of midfoot joint,Y,A2,27.2525,"$1,360.34 "
28261,,Revision of foot tendon,Y,A2,14.8510,$741.30 
28262,,Revision of foot and ankle,Y,A2,60.0639,"$2,998.15 "
28264,,Release of midfoot joint,Y,A2,14.8510,$741.30 
28270,,Release of foot contracture,Y,A2,27.2525,"$1,360.34 "
28272,,Release of toe joint each,Y,P3,,$245.36 
28280,,Fusion of toes,Y,A2,27.2525,"$1,360.34 "
28285,,Repair of hammertoe,Y,A2,27.2525,"$1,360.34 "
28286,,Repair of hammertoe,Y,A2,27.2525,"$1,360.34 "
28288,,Partial removal of foot bone,Y,A2,27.2525,"$1,360.34 "
28289,,Corrj halux rigdus w/o implt,Y,A2,27.2525,"$1,360.34 "
28291,,Corrj halux rigdus w/implt,Y,J8,90.7521,"$4,529.98 "
28292,,Correction hallux valgus,Y,A2,27.2525,"$1,360.34 "
28295,,Correction hallux valgus,Y,G2,27.2525,"$1,360.34 "
28296,,Correction hallux valgus,Y,A2,27.2525,"$1,360.34 "
28297,,Correction hallux valgus,Y,J8,87.8570,"$4,385.47 "
28298,,Correction hallux valgus,Y,J8,77.7096,"$3,878.95 "
28299,,Correction hallux valgus,Y,J8,78.4464,"$3,915.73 "
28300,,Incision of heel bone,Y,J8,84.7105,"$4,228.41 "
28302,,Incision of ankle bone,Y,J8,78.1950,"$3,903.18 "
28304,,Incision of midfoot bones,Y,A2,60.0639,"$2,998.15 "
28305,,Incise/graft midfoot bones,Y,J8,86.3539,"$4,310.44 "
28306,,Incision of metatarsal,Y,A2,60.0639,"$2,998.15 "
28307,,Incision of metatarsal,Y,A2,60.0639,"$2,998.15 "
28308,,Incision of metatarsal,Y,A2,27.2525,"$1,360.34 "
28309,,Incision of metatarsals,Y,J8,81.5053,"$4,068.42 "
28310,,Revision of big toe,Y,A2,60.0639,"$2,998.15 "
28312,,Revision of toe,Y,A2,27.2525,"$1,360.34 "
28313,,Repair deformity of toe,Y,A2,27.2525,"$1,360.34 "
28315,,Removal of sesamoid bone,Y,A2,27.2525,"$1,360.34 "
28320,,Repair of foot bones,Y,J8,176.7894,"$8,824.62 "
28322,,Repair of metatarsals,Y,J8,83.5582,"$4,170.89 "
28340,,Resect enlarged toe tissue,Y,A2,27.2525,"$1,360.34 "
28341,,Resect enlarged toe,Y,A2,27.2525,"$1,360.34 "
28344,,Repair extra toe(s),Y,A2,27.2525,"$1,360.34 "
28345,,Repair webbed toe(s),Y,A2,14.8510,$741.30 
28400,,Treatment of heel fracture,Y,A2,2.1366,$106.65 
28405,,Treatment of heel fracture,Y,A2,2.1366,$106.65 
28406,,Treatment of heel fracture,Y,A2,60.0639,"$2,998.15 "
28415,,Treat heel fracture,Y,J8,84.6871,"$4,227.24 "
28420,,Treat/graft heel fracture,Y,J8,166.2661,"$8,299.34 "
28430,,Treatment of ankle fracture,Y,P2,2.1366,$106.65 
28435,,Treatment of ankle fracture,Y,A2,14.8510,$741.30 
28436,,Treatment of ankle fracture,Y,J8,78.1950,"$3,903.18 "
28445,,Treat ankle fracture,Y,J8,84.1840,"$4,202.13 "
28446,,Osteochondral talus autogrft,Y,J8,78.1950,"$3,903.18 "
28450,,Treat midfoot fracture each,Y,P2,2.1366,$106.65 
28455,,Treat midfoot fracture each,Y,P3,,$174.07 
28456,,Treat midfoot fracture,Y,J8,86.5528,"$4,320.37 "
28465,,Treat midfoot fracture each,Y,J8,79.4232,"$3,964.49 "
28470,,Treat metatarsal fracture,Y,P2,2.1366,$106.65 
28475,,Treat metatarsal fracture,Y,P2,2.1366,$106.65 
28476,,Treat metatarsal fracture,Y,A2,27.2525,"$1,360.34 "
28485,,Treat metatarsal fracture,Y,J8,80.8152,"$4,033.97 "
28490,,Treat big toe fracture,Y,P3,,$98.97 
28495,,Treat big toe fracture,Y,P2,2.1366,$106.65 
28496,,Treat big toe fracture,Y,A2,27.2525,"$1,360.34 "
28505,,Treat big toe fracture,Y,A2,27.2525,"$1,360.34 "
28510,,Treatment of toe fracture,Y,P3,,$78.56 
28515,,Treatment of toe fracture,Y,P2,2.1366,$106.65 
28525,,Treat toe fracture,Y,A2,27.2525,"$1,360.34 "
28530,,Treat sesamoid bone fracture,Y,P3,,$74.40 
28531,,Treat sesamoid bone fracture,Y,A2,60.0639,"$2,998.15 "
28540,,Treat foot dislocation,Y,P2,2.1366,$106.65 
28545,,Treat foot dislocation,Y,G2,27.2525,"$1,360.34 "
28546,,Treat foot dislocation,Y,A2,14.8510,$741.30 
28555,,Repair foot dislocation,Y,J8,79.6338,"$3,975.00 "
28570,,Treat foot dislocation,Y,P2,2.1366,$106.65 
28575,,Treat foot dislocation,Y,A2,27.2525,"$1,360.34 "
28576,,Treat foot dislocation,Y,A2,60.0639,"$2,998.15 "
28585,,Repair foot dislocation,Y,J8,86.0440,"$4,294.97 "
28600,,Treat foot dislocation,Y,P2,2.1366,$106.65 
28605,,Treat foot dislocation,Y,A2,2.1366,$106.65 
28606,,Treat foot dislocation,Y,A2,27.2525,"$1,360.34 "
28615,,Repair foot dislocation,Y,J8,82.2013,"$4,103.16 "
28630,,Treat toe dislocation,Y,P3,,$88.25 
28635,,Treat toe dislocation,Y,A2,14.8510,$741.30 
28636,,Treat toe dislocation,Y,A2,27.2525,"$1,360.34 "
28645,,Repair toe dislocation,Y,A2,27.2525,"$1,360.34 "
28660,,Treat toe dislocation,Y,P3,,$74.06 
28665,,Treat toe dislocation,Y,A2,2.5007,$124.82 
28666,,Treat toe dislocation,Y,A2,27.2525,"$1,360.34 "
28675,,Repair of toe dislocation,Y,A2,27.2525,"$1,360.34 "
28705,,Fusion of foot bones,Y,J8,247.7895,"$12,368.66 "
28715,,Fusion of foot bones,Y,J8,184.0630,"$9,187.69 "
28725,,Fusion of foot bones,Y,J8,174.1263,"$8,691.69 "
28730,,Fusion of foot bones,Y,J8,184.8608,"$9,227.51 "
28735,,Fusion of foot bones,Y,J8,187.9578,"$9,382.10 "
28737,,Revision of foot bones,Y,J8,183.0305,"$9,136.15 "
28740,,Fusion of foot bones,Y,J8,90.1557,"$4,500.21 "
28750,,Fusion of big toe joint,Y,J8,86.9330,"$4,339.35 "
28755,,Fusion of big toe joint,Y,A2,60.0639,"$2,998.15 "
28760,,Fusion of big toe joint,Y,J8,78.1950,"$3,903.18 "
28810,,Amputation toe & metatarsal,Y,A2,27.2525,"$1,360.34 "
28820,,Amputation of toe,Y,A2,27.2525,"$1,360.34 "
28825,,Partial amputation of toe,Y,A2,27.2525,"$1,360.34 "
28890,,Hi enrgy eswt plantar fascia,Y,P3,,$186.18 
29000,,Application of body cast,Y,G2,2.5007,$124.82 
29010,,Application of body cast,Y,P2,2.5007,$124.82 
29015,,Application of body cast,Y,P2,2.5007,$124.82 
29035,,Application of body cast,Y,P2,2.5007,$124.82 
29040,,Application of body cast,Y,G2,2.5007,$124.82 
29044,,Application of body cast,Y,P2,1.4645,$73.10 
29046,,Application of body cast,Y,G2,2.5007,$124.82 
29049,,Application of figure eight,Y,P3,,$63.33 
29055,,Application of shoulder cast,Y,P2,2.5007,$124.82 
29058,,Application of shoulder cast,Y,P3,,$70.94 
29065,,Application of long arm cast,Y,P3,,$61.60 
29075,,Application of forearm cast,Y,P3,,$56.41 
29085,,Apply hand/wrist cast,Y,P3,,$60.91 
29086,,Apply finger cast,Y,P3,,$52.95 
29105,,Apply long arm splint,Y,P3,,$50.18 
29125,,Apply forearm splint,N,N1,,
29126,,Apply forearm splint,N,N1,,
29130,,Application of finger splint,N,N1,,
29131,,Application of finger splint,N,N1,,
29200,,Strapping of chest,Y,P3,,$19.73 
29240,,Strapping of shoulder,N,N1,,
29260,,Strapping of elbow or wrist,N,N1,,
29280,,Strapping of hand or finger,N,N1,,
29305,,Application of hip cast,Y,P2,2.5007,$124.82 
29325,,Application of hip casts,Y,P2,2.5007,$124.82 
29345,,Application of long leg cast,Y,P3,,$79.59 
29355,,Application of long leg cast,Y,P3,,$80.98 
29358,,Apply long leg cast brace,Y,P3,,$102.43 
29365,,Application of long leg cast,Y,P3,,$75.44 
29405,,Apply short leg cast,Y,P3,,$48.79 
29425,,Apply short leg cast,Y,P3,,$44.99 
29435,,Apply short leg cast,Y,P3,,$66.10 
29440,,Addition of walker to cast,Y,P3,,$21.46 
29445,,Apply rigid leg cast,Y,P3,,$61.95 
29450,,Application of leg cast,Y,P3,,$67.48 
29505,,Application long leg splint,Y,P3,,$60.56 
29515,,Application lower leg splint,Y,P3,,$42.91 
29520,,Strapping of hip,N,N1,,
29530,,Strapping of knee,N,N1,,
29540,,Strapping of ankle and/or ft,Y,P3,,$13.50 
29550,,Strapping of toes,N,N1,,
29580,,Application of paste boot,Y,P3,,$43.95 
29581,,Apply multlay comprs lwr leg,Y,P3,,$70.60 
29584,,Appl multlay comprs arm/hand,Y,P3,,$72.67 
29700,,Removal/revision of cast,Y,P3,,$39.45 
29705,,Removal/revision of cast,Y,P3,,$33.91 
29710,,Removal/revision of cast,Y,P3,,$67.83 
29720,,Repair of body cast,Y,P3,,$57.79 
29730,,Windowing of cast,Y,P3,,$34.61 
29740,,Wedging of cast,Y,P3,,$53.64 
29750,,Wedging of clubfoot cast,Y,P3,,$56.06 
29800,,Jaw arthroscopy/surgery,Y,A2,27.2525,"$1,360.34 "
29804,,Jaw arthroscopy/surgery,Y,A2,27.2525,"$1,360.34 "
29805,,Sho arthrs dx +- synovial bx,Y,A2,27.2525,"$1,360.34 "
29806,,Sho arthrs srg capsulorraphy,Y,A2,60.0639,"$2,998.15 "
