Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	January 2024  Payment Indicator	January 2024  Payment Weight  	January 2024 Payment Rate 	
26735		Treat finger fracture each	Y	A2	28.3836	"$1,518.92"	
26740		Treat finger fracture each	Y	P2	2.2859	$122.33	
26742		Treat finger fracture each	Y	A2	15.3049	$819.03	
26746		Treat finger fracture each	Y	A2	28.3836	"$1,518.92"	
26750		Treat finger fracture each	Y	P2	2.2859	$122.33	
26755		Treat finger fracture each	Y	G2	2.2859	$122.33	
26756		Pin finger fracture each	Y	A2	28.3836	"$1,518.92"	
26765		Treat finger fracture each	Y	A2	28.3836	"$1,518.92"	
26770		Treat finger dislocation	Y	G2	2.2859	$122.33	
26775		Treat finger dislocation	Y	P2	2.6033	$139.31	
26776		Pin finger dislocation	Y	A2	28.3836	"$1,518.92"	
26785		Treat finger dislocation	Y	A2	28.3836	"$1,518.92"	
26820		Thumb fusion with graft	Y	G2	63.4025	"$3,392.92"	
26841		Fusion of thumb	Y	A2	63.4025	"$3,392.92"	
26842		Thumb fusion with graft	Y	A2	63.4025	"$3,392.92"	
26843		Fusion of hand joint	Y	G2	63.4025	"$3,392.92"	
26844		Fusion/graft of hand joint	Y	J8	86.8784	"$4,649.21"	
26850		Fusion of knuckle	Y	A2	63.4025	"$3,392.92"	
26852		Fusion of knuckle with graft	Y	A2	63.4025	"$3,392.92"	
26860		Fusion of finger joint	Y	A2	28.3836	"$1,518.92"	
26861		Fusion of finger jnt add-on	N	N1			
26862		Fusion/graft of finger joint	Y	A2	28.3836	"$1,518.92"	
26863		Fuse/graft added joint	N	N1			
26910		Amputate metacarpal bone	Y	A2	28.3836	"$1,518.92"	
26951		Amputation of finger/thumb	Y	A2	28.3836	"$1,518.92"	
26952		Amputation of finger/thumb	Y	A2	28.3836	"$1,518.92"	
26990		Drainage of pelvis lesion	Y	A2	28.3836	"$1,518.92"	
26991		Drainage of pelvis bursa	Y	A2	15.3049	$819.03	
27000		Incision of hip tendon	Y	A2	15.3049	$819.03	
27001		Incision of hip tendon	Y	A2	28.3836	"$1,518.92"	
27003		Incision of hip tendon	Y	A2	63.4025	"$3,392.92"	
27006		Incision of hip tendons	Y	G2	28.3836	"$1,518.92"	
27033		Exploration of hip joint	Y	A2	63.4025	"$3,392.92"	
27035		Denervation of hip joint	Y	A2	28.3836	"$1,518.92"	
27040		Biopsy of soft tissues	Y	A2	12.7612	$682.90	
27041		Biopsy of soft tissues	Y	A2	12.7612	$682.90	
27043		Exc hip pelvis les sc 3 cm/>	Y	G2	21.6231	"$1,157.14"	
27045		Exc hip/pelv tum deep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
27047		Exc hip/pelvis les sc < 3 cm	Y	G2	21.6231	"$1,157.14"	
27048		Exc hip/pelv tum deep < 5 cm	Y	G2	21.6231	"$1,157.14"	
27049		Resect hip/pelv tum < 5 cm	Y	G2	21.6231	"$1,157.14"	
27050		Biopsy of sacroiliac joint	Y	A2	15.3049	$819.03	
27052		Biopsy of hip joint	Y	A2	15.3049	$819.03	
27059		Resect hip/pelv tum 5 cm/>	Y	G2	21.6231	"$1,157.14"	
27060		Removal of ischial bursa	Y	A2	63.4025	"$3,392.92"	
27062		Remove femur lesion/bursa	Y	A2	28.3836	"$1,518.92"	
27065		Remove hip bone les super	Y	A2	63.4025	"$3,392.92"	
27066		Remove hip bone les deep	Y	A2	28.3836	"$1,518.92"	
27067		Remove/graft hip bone lesion	Y	A2	63.4025	"$3,392.92"	
27080		Removal of tail bone	Y	A2	28.3836	"$1,518.92"	
27086		Remove hip foreign body	Y	A2	21.6231	"$1,157.14"	
27087		Remove hip foreign body	Y	A2	28.3836	"$1,518.92"	
27093		Injection for hip x-ray	N	N1			
27095		Injection for hip x-ray	N	N1			
27097		Revision of hip tendon	Y	A2	28.3836	"$1,518.92"	
27098		Transfer tendon to pelvis	Y	A2	28.3836	"$1,518.92"	
27100		Transfer of abdominal muscle	Y	A2	63.4025	"$3,392.92"	
27105		Transfer of spinal muscle	Y	A2	28.3836	"$1,518.92"	
27110		Transfer of iliopsoas muscle	Y	J8	84.6236	"$4,528.55"	
27111		Transfer of iliopsoas muscle	Y	A2	28.3836	"$1,518.92"	
27130		Total hip arthroplasty	Y	J8	172.6287	"$9,238.05"	
27197		Clsd tx pelvic ring fx	Y	G2	2.2859	$122.33	
27198		Clsd tx pelvic ring fx	Y	G2	2.2859	$122.33	
27200		Treat tail bone fracture	Y	P3		$118.21	
27202		Treat tail bone fracture	Y	A2	28.3836	"$1,518.92"	
27220		Treat hip socket fracture	Y	G2	2.2859	$122.33	
27230		Treat thigh fracture	Y	A2	2.2859	$122.33	
27238		Treat thigh fracture	Y	A2	15.3049	$819.03	
27246		Treat thigh fracture	Y	A2	2.2859	$122.33	
27250		Treat hip dislocation	Y	A2	2.2859	$122.33	
27252		Treat hip dislocation	Y	A2	15.3049	$819.03	
27256		Treat hip dislocation	Y	G2	2.2859	$122.33	
27257		Treat hip dislocation	Y	A2	15.3049	$819.03	
27265		Treat hip dislocation	Y	A2	2.2859	$122.33	
27266		Treat hip dislocation	Y	A2	15.3049	$819.03	
27267		Cltx thigh fx	Y	G2	28.3836	"$1,518.92"	
27275		Manipulation of hip joint	Y	A2	15.3049	$819.03	
27278		Arthrd si jt prq wo tfxj dev	Y	J8	218.3399	"$11,684.24"	
27279		Arthrd si jt perq/min nvas	Y	J8	274.7569	"$14,703.34"	
27301		Drain thigh/knee lesion	Y	A2	21.6231	"$1,157.14"	
27305		Incise thigh tendon & fascia	Y	A2	28.3836	"$1,518.92"	
27306		Incision of thigh tendon	Y	A2	28.3836	"$1,518.92"	
27307		Incision of thigh tendons	Y	A2	28.3836	"$1,518.92"	
27310		Exploration of knee joint	Y	A2	28.3836	"$1,518.92"	
27323		Biopsy thigh soft tissues	Y	A2	12.7612	$682.90	
27324		Biopsy thigh soft tissues	Y	A2	21.6231	"$1,157.14"	
27325		Neurectomy hamstring	Y	A2	16.7764	$897.77	
27326		Neurectomy popliteal	Y	A2	16.7764	$897.77	
27327		Exc thigh/knee les sc < 3 cm	Y	G2	12.7612	$682.90	
27328		Exc thigh/knee tum deep <5cm	Y	G2	21.6231	"$1,157.14"	
27329		Resect thigh/knee tum < 5 cm	Y	G2	21.6231	"$1,157.14"	
27330		Biopsy knee joint lining	Y	A2	28.3836	"$1,518.92"	
27331		Explore/treat knee joint	Y	A2	28.3836	"$1,518.92"	
27332		Removal of knee cartilage	Y	A2	28.3836	"$1,518.92"	
27333		Removal of knee cartilage	Y	A2	28.3836	"$1,518.92"	
27334		Remove knee joint lining	Y	A2	28.3836	"$1,518.92"	
27335		Remove knee joint lining	Y	A2	63.4025	"$3,392.92"	
27337		Exc thigh/knee les sc 3 cm/>	Y	G2	21.6231	"$1,157.14"	
27339		Exc thigh/knee tum dep 5cm/>	Y	G2	21.6231	"$1,157.14"	
27340		Removal of kneecap bursa	Y	A2	28.3836	"$1,518.92"	
27345		Removal of knee cyst	Y	A2	28.3836	"$1,518.92"	
27347		Remove knee cyst	Y	A2	28.3836	"$1,518.92"	
27350		Removal of kneecap	Y	A2	63.4025	"$3,392.92"	
27355		Remove femur lesion	Y	A2	28.3836	"$1,518.92"	
27356		Remove femur lesion/graft	Y	J8	154.1195	"$8,247.55"	
27357		Remove femur lesion/graft	Y	J8	79.8488	"$4,273.03"	
27358		Remove femur lesion/fixation	N	N1			
27360		Partial removal leg bone(s)	Y	A2	28.3836	"$1,518.92"	
27364		Resect thigh/knee tum 5 cm/>	Y	G2	21.6231	"$1,157.14"	
27369		Njx cntrst kne arthg/ct/mri	N	N1			
27372		Removal of foreign body	Y	A2	21.6231	"$1,157.14"	
27380		Repair of kneecap tendon	Y	A2	63.4025	"$3,392.92"	
27381		Repair/graft kneecap tendon	Y	J8	80.2203	"$4,292.91"	
27385		Repair of thigh muscle	Y	A2	63.4025	"$3,392.92"	
27386		Repair/graft of thigh muscle	Y	A2	63.4025	"$3,392.92"	
27390		Incision of thigh tendon	Y	A2	28.3836	"$1,518.92"	
27391		Incision of thigh tendons	Y	A2	28.3836	"$1,518.92"	
27392		Incision of thigh tendons	Y	A2	28.3836	"$1,518.92"	
27393		Lengthening of thigh tendon	Y	A2	63.4025	"$3,392.92"	
27394		Lengthening of thigh tendons	Y	A2	63.4025	"$3,392.92"	
27395		Lengthening of thigh tendons	Y	A2	28.3836	"$1,518.92"	
27396		Transplant of thigh tendon	Y	A2	63.4025	"$3,392.92"	
27397		Transplants of thigh tendons	Y	G2	63.4025	"$3,392.92"	
27400		Revise thigh muscles/tendons	Y	A2	63.4025	"$3,392.92"	
27403		Repair of knee cartilage	Y	J8	88.3003	"$4,725.30"	
27405		Repair of knee ligament	Y	A2	63.4025	"$3,392.92"	
27407		Repair of knee ligament	Y	J8	86.7033	"$4,639.84"	
27409		Repair of knee ligaments	Y	A2	63.4025	"$3,392.92"	
27412		Autochondrocyte implant knee	Y	J8	109.7122	"$5,871.14"	
27415		Osteochondral knee allograft	Y	J8	178.9814	"$9,578.01"	
27416		Osteochondral knee autograft	Y	G2	63.4025	"$3,392.92"	
27418		Repair degenerated kneecap	Y	G2	63.4025	"$3,392.92"	
27420		Revision of unstable kneecap	Y	A2	63.4025	"$3,392.92"	
27422		Revision of unstable kneecap	Y	A2	63.4025	"$3,392.92"	
27424		Revision/removal of kneecap	Y	A2	63.4025	"$3,392.92"	
27425		Lat retinacular release open	Y	A2	28.3836	"$1,518.92"	
27427		Reconstruction knee	Y	J8	83.8384	"$4,486.53"	
27428		Reconstruction knee	Y	J8	154.2415	"$8,254.08"	
27429		Reconstruction knee	Y	J8	159.8014	"$8,551.61"	
27430		Revision of thigh muscles	Y	G2	63.4025	"$3,392.92"	
27435		Incision of knee joint	Y	A2	28.3836	"$1,518.92"	
27437		Revise kneecap	Y	A2	63.4025	"$3,392.92"	
27438		Revise kneecap with implant	Y	J8	158.0938	"$8,460.23"	
27440		Revision of knee joint	Y	J8	157.8497	"$8,447.17"	
27441		Revision of knee joint	Y	G2	121.4718	"$6,500.44"	
27442		Revision of knee joint	Y	J8	162.5558	"$8,699.01"	
27443		Revision of knee joint	Y	J8	162.7795	"$8,710.98"	
27446		Revision of knee joint	Y	J8	166.4183	"$8,905.71"	
27447		Total knee arthroplasty	Y	J8	169.0915	"$9,048.76"	
27475		Surgery to stop leg growth	Y	G2	63.4025	"$3,392.92"	
27479		Surgery to stop leg growth	Y	G2	63.4025	"$3,392.92"	
27496		Decompression of thigh/knee	Y	A2	28.3836	"$1,518.92"	
27497		Decompression of thigh/knee	Y	A2	28.3836	"$1,518.92"	
27498		Decompression of thigh/knee	Y	A2	15.3049	$819.03	
27499		Decompression of thigh/knee	Y	A2	63.4025	"$3,392.92"	
27500		Treatment of thigh fracture	Y	A2	2.2859	$122.33	
27501		Treatment of thigh fracture	Y	A2	2.2859	$122.33	
27502		Treatment of thigh fracture	Y	A2	15.3049	$819.03	
27503		Treatment of thigh fracture	Y	A2	15.3049	$819.03	
27508		Treatment of thigh fracture	Y	A2	2.2859	$122.33	
27509		Treatment of thigh fracture	Y	J8	85.9128	"$4,597.54"	
27510		Treatment of thigh fracture	Y	A2	15.3049	$819.03	
27516		Treat thigh fx growth plate	Y	A2	2.2859	$122.33	
27517		Treat thigh fx growth plate	Y	A2	15.3049	$819.03	
27520		Treat kneecap fracture	Y	A2	2.2859	$122.33	
27524		Treat kneecap fracture	Y	G2	63.4025	"$3,392.92"	
27530		Treat knee fracture	Y	A2	2.2859	$122.33	
27532		Treat knee fracture	Y	A2	28.3836	"$1,518.92"	
27538		Treat knee fracture(s)	Y	A2	2.2859	$122.33	
27550		Treat knee dislocation	Y	A2	2.2859	$122.33	
27552		Treat knee dislocation	Y	A2	15.3049	$819.03	
27560		Treat kneecap dislocation	Y	A2	2.2859	$122.33	
27562		Treat kneecap dislocation	Y	A2	2.2859	$122.33	
27566		Treat kneecap dislocation	Y	A2	63.4025	"$3,392.92"	
27570		Fixation of knee joint	Y	A2	15.3049	$819.03	
27594		Amputation follow-up surgery	Y	A2	28.3836	"$1,518.92"	
27600		Decompression of lower leg	Y	A2	28.3836	"$1,518.92"	
27601		Decompression of lower leg	Y	A2	28.3836	"$1,518.92"	
27602		Decompression of lower leg	Y	A2	28.3836	"$1,518.92"	
27603		Drain lower leg lesion	Y	A2	21.6231	"$1,157.14"	
27604		Drain lower leg bursa	Y	A2	28.3836	"$1,518.92"	
27605		Incision of achilles tendon	Y	A2	15.3049	$819.03	
27606		Incision of achilles tendon	Y	A2	28.3836	"$1,518.92"	
27607		Treat lower leg bone lesion	Y	A2	28.3836	"$1,518.92"	
27610		Explore/treat ankle joint	Y	A2	28.3836	"$1,518.92"	
27612		Exploration of ankle joint	Y	A2	28.3836	"$1,518.92"	
27613		Biopsy lower leg soft tissue	Y	P3		$167.65	
27614		Biopsy lower leg soft tissue	Y	A2	21.6231	"$1,157.14"	
27615		Resect leg/ankle tum < 5 cm	Y	G2	21.6231	"$1,157.14"	
27616		Resect leg/ankle tum 5 cm/>	Y	G2	21.6231	"$1,157.14"	
27618		Exc leg/ankle tum < 3 cm	Y	G2	12.7612	$682.90	
27619		Exc leg/ankle tum deep <5 cm	Y	G2	21.6231	"$1,157.14"	
27620		Explore/treat ankle joint	Y	A2	28.3836	"$1,518.92"	
27625		Remove ankle joint lining	Y	A2	28.3836	"$1,518.92"	
27626		Remove ankle joint lining	Y	A2	28.3836	"$1,518.92"	
27630		Removal of tendon lesion	Y	A2	28.3836	"$1,518.92"	
27632		Exc leg/ankle les sc 3 cm/>	Y	G2	21.6231	"$1,157.14"	
27634		Exc leg/ankle tum dep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
27635		Remove lower leg bone lesion	Y	A2	28.3836	"$1,518.92"	
27637		Remove/graft leg bone lesion	Y	J8	97.4199	"$5,213.33"	
27638		Remove/graft leg bone lesion	Y	A2	63.4025	"$3,392.92"	
27640		Partial removal of tibia	Y	A2	28.3836	"$1,518.92"	
27641		Partial removal of fibula	Y	A2	28.3836	"$1,518.92"	
27647		Resect talus/calcaneus tum	Y	G2	28.3836	"$1,518.92"	
27648		Injection for ankle x-ray	N	N1			
27650		Repair achilles tendon	Y	A2	63.4025	"$3,392.92"	
27652		Repair/graft achilles tendon	Y	J8	83.2601	"$4,455.58"	
27654		Repair of achilles tendon	Y	J8	79.8488	"$4,273.03"	
27656		Repair leg fascia defect	Y	J8	39.969	"$2,138.90"	
27658		Repair of leg tendon each	Y	A2	28.3836	"$1,518.92"	
27659		Repair of leg tendon each	Y	A2	63.4025	"$3,392.92"	
27664		Repair of leg tendon each	Y	A2	63.4025	"$3,392.92"	
27665		Repair of leg tendon each	Y	J8	82.6182	"$4,421.23"	
27675		Repair lower leg tendons	Y	A2	28.3836	"$1,518.92"	
27676		Repair lower leg tendons	Y	A2	63.4025	"$3,392.92"	
27680		Release of lower leg tendon	Y	A2	28.3836	"$1,518.92"	
27681		Release of lower leg tendons	Y	A2	28.3836	"$1,518.92"	
27685		Revision of lower leg tendon	Y	A2	28.3836	"$1,518.92"	
27686		Revise lower leg tendons	Y	A2	28.3836	"$1,518.92"	
27687		Revision of calf tendon	Y	A2	28.3836	"$1,518.92"	
27690		Revise lower leg tendon	Y	A2	63.4025	"$3,392.92"	
27691		Revise lower leg tendon	Y	A2	63.4025	"$3,392.92"	
27692		Revise additional leg tendon	N	N1			
27695		Repair of ankle ligament	Y	J8	82.9473	"$4,438.84"	
27696		Repair of ankle ligaments	Y	J8	90.6292	"$4,849.93"	
27698		Repair of ankle ligament	Y	J8	80.9153	"$4,330.10"	
27700		Revision of ankle joint	Y	J8	96.9159	"$5,186.36"	
27702		Reconstruct ankle joint	Y	J8	270.1149	"$14,454.93"	
27704		Removal of ankle implant	N	A2	28.3836	"$1,518.92"	
27705		Incision of tibia	Y	J8	79.8488	"$4,273.03"	
27707		Incision of fibula	Y	A2	28.3836	"$1,518.92"	
27709		Incision of tibia & fibula	Y	J8	157.6059	"$8,434.12"	
27720		Repair of tibia	Y	J8	85.0798	"$4,552.96"	
27726		Repair fibula nonunion	Y	J8	85.4778	"$4,574.26"	
27730		Repair of tibia epiphysis	Y	J8	35.7462	"$1,912.92"	
27732		Repair of fibula epiphysis	Y	A2	28.3836	"$1,518.92"	
27734		Repair lower leg epiphyses	Y	A2	28.3836	"$1,518.92"	
27740		Repair of leg epiphyses	Y	G2	28.3836	"$1,518.92"	
27742		Repair of leg epiphyses	Y	A2	28.3836	"$1,518.92"	
27745		Reinforce tibia	Y	J8	89.3772	"$4,782.93"	
27750		Treatment of tibia fracture	Y	A2	2.2859	$122.33	
27752		Treatment of tibia fracture	Y	A2	15.3049	$819.03	
27756		Treatment of tibia fracture	Y	J8	85.897	"$4,596.69"	
27758		Treatment of tibia fracture	Y	J8	164.8021	"$8,819.22"	
27759		Treatment of tibia fracture	Y	J8	159.9131	"$8,557.59"	
27760		Cltx medial ankle fx	Y	A2	2.2859	$122.33	
27762		Cltx med ankle fx w/mnpj	Y	A2	15.3049	$819.03	
27766		Optx medial ankle fx	Y	A2	63.4025	"$3,392.92"	
27767		Cltx post ankle fx	Y	P2	2.2859	$122.33	
27768		Cltx post ankle fx w/mnpj	Y	G2	15.3049	$819.03	
27769		Optx post ankle fx	Y	G2	63.4025	"$3,392.92"	
27780		Treatment of fibula fracture	Y	A2	2.2859	$122.33	
27781		Treatment of fibula fracture	Y	A2	15.3049	$819.03	
27784		Treatment of fibula fracture	Y	A2	63.4025	"$3,392.92"	
27786		Treatment of ankle fracture	Y	A2	2.2859	$122.33	
27788		Treatment of ankle fracture	Y	A2	2.2859	$122.33	
27792		Treatment of ankle fracture	Y	J8	81.1698	"$4,343.72"	
27808		Treatment of ankle fracture	Y	A2	2.2859	$122.33	
27810		Treatment of ankle fracture	Y	A2	15.3049	$819.03	
27814		Treatment of ankle fracture	Y	J8	81.9019	"$4,382.90"	
27816		Treatment of ankle fracture	Y	A2	2.2859	$122.33	
27818		Treatment of ankle fracture	Y	A2	15.3049	$819.03	
27822		Treatment of ankle fracture	Y	J8	82.4644	"$4,413.00"	
27823		Treatment of ankle fracture	Y	J8	81.9445	"$4,385.18"	
27824		Treat lower leg fracture	Y	A2	2.2859	$122.33	
27825		Treat lower leg fracture	Y	A2	15.3049	$819.03	
27826		Treat lower leg fracture	Y	J8	82.9577	"$4,439.40"	
27827		Treat lower leg fracture	Y	J8	163.5112	"$8,750.14"	
27828		Treat lower leg fracture	Y	J8	161.7528	"$8,656.04"	
27829		Treat lower leg joint	Y	J8	85.0108	"$4,549.27"	
27830		Treat lower leg dislocation	Y	A2	2.2859	$122.33	
27831		Treat lower leg dislocation	Y	A2	28.3836	"$1,518.92"	
27832		Treat lower leg dislocation	Y	J8	84.2628	"$4,509.24"	
27840		Treat ankle dislocation	Y	A2	2.2859	$122.33	
27842		Treat ankle dislocation	Y	A2	15.3049	$819.03	
27846		Treat ankle dislocation	Y	G2	63.4025	"$3,392.92"	
27848		Treat ankle dislocation	Y	J8	79.8488	"$4,273.03"	
27860		Fixation of ankle joint	Y	A2	28.3836	"$1,518.92"	
27870		Fusion of ankle joint open	Y	J8	173.6654	"$9,293.53"	
27871		Fusion of tibiofibular joint	Y	J8	153.0725	"$8,191.52"	
27884		Amputation follow-up surgery	Y	A2	28.3836	"$1,518.92"	
27889		Amputation of foot at ankle	Y	A2	63.4025	"$3,392.92"	
27892		Decompression of leg	Y	A2	28.3836	"$1,518.92"	
27893		Decompression of leg	Y	A2	63.4025	"$3,392.92"	
27894		Decompression of leg	Y	A2	28.3836	"$1,518.92"	
28001		Drainage of bursa of foot	Y	P3		$96.92	
28002		Treatment of foot infection	Y	A2	15.3049	$819.03	
28003		Treatment of foot infection	Y	A2	28.3836	"$1,518.92"	
28005		Treat foot bone lesion	Y	A2	28.3836	"$1,518.92"	
28008		Incision of foot fascia	Y	A2	28.3836	"$1,518.92"	
28010		Incision of toe tendon	Y	P3		$126.72	
28011		Incision of toe tendons	Y	A2	15.3049	$819.03	
28020		Exploration of foot joint	Y	A2	28.3836	"$1,518.92"	
28022		Exploration of foot joint	Y	A2	28.3836	"$1,518.92"	
28024		Exploration of toe joint	Y	A2	15.3049	$819.03	
28035		Decompression of tibia nerve	Y	A2	16.7764	$897.77	
28039		Exc foot/toe tum sc 1.5 cm/>	Y	G2	21.6231	"$1,157.14"	
28041		Exc foot/toe tum dep 1.5cm/>	Y	G2	21.6231	"$1,157.14"	
28043		Exc foot/toe tum sc < 1.5 cm	Y	G2	12.7612	$682.90	
28045		Exc foot/toe tum deep <1.5cm	Y	G2	21.6231	"$1,157.14"	
28046		Resect foot/toe tumor < 3 cm	Y	G2	21.6231	"$1,157.14"	
28047		Resect foot/toe tumor 3 cm/>	Y	G2	21.6231	"$1,157.14"	
28050		Biopsy of foot joint lining	Y	A2	28.3836	"$1,518.92"	
28052		Biopsy of foot joint lining	Y	A2	28.3836	"$1,518.92"	
28054		Biopsy of toe joint lining	Y	A2	28.3836	"$1,518.92"	
28055		Neurectomy foot	Y	A2	16.7764	$897.77	
28060		Partial removal foot fascia	Y	A2	28.3836	"$1,518.92"	
28062		Removal of foot fascia	Y	A2	28.3836	"$1,518.92"	
28070		Removal of foot joint lining	Y	A2	63.4025	"$3,392.92"	
28072		Removal of foot joint lining	Y	A2	28.3836	"$1,518.92"	
28080		Removal of foot lesion	Y	A2	15.3049	$819.03	
28086		Excise foot tendon sheath	Y	A2	28.3836	"$1,518.92"	
28088		Excise foot tendon sheath	Y	A2	28.3836	"$1,518.92"	
28090		Removal of foot lesion	Y	A2	15.3049	$819.03	
28092		Removal of toe lesions	Y	A2	15.3049	$819.03	
28100		Removal of ankle/heel lesion	Y	A2	28.3836	"$1,518.92"	
28102		Remove/graft foot lesion	Y	J8	79.8488	"$4,273.03"	
28103		Remove/graft foot lesion	Y	J8	86.9686	"$4,654.04"	
28104		Removal of foot lesion	Y	A2	28.3836	"$1,518.92"	
28106		Remove/graft foot lesion	Y	A2	63.4025	"$3,392.92"	
28107		Remove/graft foot lesion	Y	G2	63.4025	"$3,392.92"	
28108		Removal of toe lesions	Y	A2	15.3049	$819.03	
28110		Part removal of metatarsal	Y	A2	28.3836	"$1,518.92"	
28111		Part removal of metatarsal	Y	A2	28.3836	"$1,518.92"	
28112		Part removal of metatarsal	Y	A2	28.3836	"$1,518.92"	
28113		Part removal of metatarsal	Y	A2	28.3836	"$1,518.92"	
28114		Removal of metatarsal heads	Y	A2	28.3836	"$1,518.92"	
28116		Revision of foot	Y	A2	28.3836	"$1,518.92"	
28118		Removal of heel bone	Y	A2	28.3836	"$1,518.92"	
28119		Removal of heel spur	Y	A2	28.3836	"$1,518.92"	
28120		Part removal of ankle/heel	Y	A2	28.3836	"$1,518.92"	
28122		Partial removal of foot bone	Y	A2	28.3836	"$1,518.92"	
28124		Partial removal of toe	Y	P3		$291.10	
28126		Partial removal of toe	Y	A2	28.3836	"$1,518.92"	
28130		Removal of ankle bone	Y	J8	81.4299	"$4,357.64"	
28140		Removal of metatarsal	Y	A2	28.3836	"$1,518.92"	
28150		Removal of toe	Y	A2	28.3836	"$1,518.92"	
28153		Partial removal of toe	Y	A2	28.3836	"$1,518.92"	
28160		Partial removal of toe	Y	A2	28.3836	"$1,518.92"	
28171		Resect tarsal tumor	Y	A2	28.3836	"$1,518.92"	
28173		Resect metatarsal tumor	Y	A2	28.3836	"$1,518.92"	
28175		Resect phalanx of toe tumor	Y	A2	15.3049	$819.03	
28190		Removal of foot foreign body	Y	P3		$164.05	
28192		Removal of foot foreign body	Y	A2	12.7612	$682.90	
28193		Removal of foot foreign body	Y	A2	12.7612	$682.90	
28200		Repair of foot tendon	Y	A2	28.3836	"$1,518.92"	
28202		Repair/graft of foot tendon	Y	J8	82.8039	"$4,431.17"	
28208		Repair of foot tendon	Y	A2	28.3836	"$1,518.92"	
28210		Repair/graft of foot tendon	Y	J8	82.4909	"$4,414.42"	
28220		Release of foot tendon	Y	P3		$275.71	
28222		Release of foot tendons	Y	A2	28.3836	"$1,518.92"	
28225		Release of foot tendon	Y	A2	28.3836	"$1,518.92"	
28226		Release of foot tendons	Y	A2	28.3836	"$1,518.92"	
28230		Incision of foot tendon(s)	Y	P3		$268.17	
28232		Incision of toe tendon	Y	P3		$245.25	
28234		Incision of foot tendon	Y	A2	15.3049	$819.03	
28238		Revision of foot tendon	Y	A2	63.4025	"$3,392.92"	
28240		Release of big toe	Y	A2	28.3836	"$1,518.92"	
28250		Revision of foot fascia	Y	A2	28.3836	"$1,518.92"	
28260		Release of midfoot joint	Y	A2	28.3836	"$1,518.92"	
28261		Revision of foot tendon	Y	J8	19.275	"$1,031.48"	
28262		Revision of foot and ankle	Y	G2	63.4025	"$3,392.92"	
28264		Release of midfoot joint	Y	A2	15.3049	$819.03	
28270		Release of foot contracture	Y	A2	28.3836	"$1,518.92"	
28272		Release of toe joint each	Y	P3		$237.07	
28280		Fusion of toes	Y	A2	28.3836	"$1,518.92"	
28285		Repair of hammertoe	Y	A2	28.3836	"$1,518.92"	
28286		Repair of hammertoe	Y	A2	28.3836	"$1,518.92"	
28288		Partial removal of foot bone	Y	A2	28.3836	"$1,518.92"	
28289		Corrj halux rigdus w/o implt	Y	A2	28.3836	"$1,518.92"	
28291		Corrj halux rigdus w/implt	Y	J8	86.7988	"$4,644.95"	
28292		Cor hlx vlgs rsc prx phlx bs	Y	A2	28.3836	"$1,518.92"	
28295		Cor hlx vlgs prx mtar osteot	Y	G2	28.3836	"$1,518.92"	
28296		Cor hlx vlgs dstl mtar osteo	Y	A2	28.3836	"$1,518.92"	
28297		Cor hlx vlgs jt arthrd	Y	J8	91.5577	"$4,899.62"	
28298		Cor hlx vlgs prx phlx osteot	Y	J8	80.2149	"$4,292.62"	
28299		Cor hlx vlgs double osteot	Y	J8	80.9418	"$4,331.52"	
28300		Incision of heel bone	Y	J8	83.4245	"$4,464.38"	
28302		Incision of ankle bone	Y	J8	80.0346	"$4,282.97"	
28304		Incision of midfoot bones	Y	A2	63.4025	"$3,392.92"	
